Seed,Theta,A,Social_Welfare
27,4.0,1,"[17443.274999999994, 26067.949999999997, 31467.425000000003, 33899.15, 34706.675, 34930.675, 34993.0]"
27,4.1,1,"[17310.29999999992, 25933.77499999964, 31279.574999999542, 33910.82500000005, 34789.549999999996, 34972.0, 34993.0]"
27,4.199999999999999,1,"[17650.824999998254, 26244.849999998485, 31333.64999999993, 33831.450000000055, 34675.17499999999, 34927.625, 34989.725]"
27,4.299999999999999,1,"[17619.275000001777, 26381.675000001596, 31868.849999999897, 33983.824999999946, 34790.675, 34971.549999999996, 34992.775]"
27,4.399999999999999,1,"[17474.07499999954, 26230.92499999991, 31559.150000000445, 33967.29999999996, 34767.0, 34951.975]"
27,4.499999999999998,1,"[17213.799999999992, 26007.199999999993, 31528.324999999997, 34009.725, 34783.0, 34972.0, 34993.0]"
27,4.599999999999998,1,"[17302.500000000655, 25675.650000000438, 31191.87499999944, 33790.57500000002, 34798.34999999999, 34982.95]"
27,4.6999999999999975,1,"[17328.04999999811, 26127.32499999826, 31390.299999999686, 33960.27500000005, 34779.725, 34955.175, 34993.0]"
27,4.799999999999997,1,"[17578.600000001927, 26120.97500000177, 31555.625000000255, 33914.27499999994, 34673.775, 34892.85, 34968.950000000004, 34993.0, 34996.5]"
27,4.899999999999997,1,"[17719.424999998784, 26505.87499999927, 31885.900000000438, 34090.22499999996, 34766.62500000001, 34965.45]"
27,4.9999999999999964,1,"[17491.824999999986, 26070.49999999999, 31470.57499999999, 33901.299999999996, 34779.95, 34958.225000000006, 34989.5]"
