Seed,Theta,A,Payoff
38,4.0,1,"[36407.525, 44000.625, 40801.85, 37317.55, 35551.3, 35068.95, 35009.45, 35008.725]"
38,4.1,1,"[36324.674999999996, 44425.375, 41020.325, 37291.925, 35682.125, 35181.6, 35048.55, 35009.85]"
38,4.199999999999999,1,"[37084.799999999996, 44556.72499999999, 41652.274999999994, 37562.625, 35736.825, 35184.9, 35039.675]"
38,4.299999999999999,1,"[38105.774999999994, 45403.424999999996, 41547.649999999994, 37452.975000000006, 35632.45, 35041.100000000006]"
38,4.399999999999999,1,"[38360.99999999999, 45461.7, 41455.25, 37473.75, 35584.7, 35068.8, 35019.4]"
38,4.499999999999998,1,"[38481.149999999994, 45962.524999999994, 42107.375, 37780.674999999996, 35790.075, 35153.5, 35014.5]"
38,4.599999999999998,1,"[39020.524999999994, 46649.024999999994, 42276.87499999999, 37809.95, 35785.875, 35175.3, 35014.9]"
38,4.6999999999999975,1,"[39050.77499999999, 46694.149999999994, 42552.95, 37948.6, 35909.3, 35277.7, 35048.75]"
38,4.799999999999997,1,"[40137.599999999984, 47672.374999999985, 42709.95, 37712.95, 35689.575, 35124.925, 35047.100000000006]"
38,4.899999999999997,1,"[40625.39999999998, 47889.374999999985, 42948.7, 37981.725, 35849.799999999996, 35110.600000000006, 35011.425]"
38,4.9999999999999964,1,"[40565.999999999985, 48482.47499999998, 43428.54999999999, 37884.625, 35841.125, 35141.725, 35033.0]"
