Seed,Theta,A,Payoff
33,4.0,1,"[35833.875, 43944.65, 41254.325, 37249.725, 35610.625, 35135.774999999994, 35050.274999999994]"
33,4.1,1,"[36915.2, 44303.025, 41169.65, 37469.125, 35661.625, 35096.2, 35012.9]"
33,4.199999999999999,1,"[36538.84999999999, 44769.399999999994, 41459.225, 37423.575, 35719.125, 35135.8, 35026.6]"
33,4.299999999999999,1,"[37527.649999999994, 45379.149999999994, 41484.875, 37403.325, 35711.774999999994, 35172.700000000004, 35013.7]"
33,4.399999999999999,1,"[38220.524999999994, 46009.34999999999, 41355.25, 37358.625, 35645.5, 35157.125]"
33,4.499999999999998,1,"[38364.34999999999, 45773.04999999999, 42134.274999999994, 37507.05, 35500.875, 35111.4, 35061.45, 35014.5]"
33,4.599999999999998,1,"[39397.12499999999, 46588.749999999985, 42063.149999999994, 37385.975, 35605.575000000004, 35071.0]"
33,4.6999999999999975,1,"[39123.774999999994, 46777.79999999999, 42622.274999999994, 37621.425, 35701.475000000006, 35153.100000000006, 35054.425, 35036.5, 35015.3]"
33,4.799999999999997,1,"[39974.749999999985, 47257.32499999999, 42723.97499999999, 37865.55, 35779.674999999996, 35188.125, 35042.3]"
33,4.899999999999997,1,"[39921.39999999999, 47812.14999999999, 43301.42499999999, 38192.149999999994, 35808.7, 35272.75, 35043.625]"
33,4.9999999999999964,1,"[41099.07499999998, 48162.27499999998, 43295.32499999999, 38204.74999999999, 35813.025, 35161.45, 35011.725]"
