Seed,Theta,A,Payoff
9,4.0,1,"[37665.6, 56184.525, 67502.25, 72631.35, 74521.125, 74903.175, 74977.95, 74992.725]"
9,4.1,1,"[38188.725000000006, 56945.899999999994, 68575.325, 73910.9, 75498.175, 75893.59999999999, 75984.8]"
9,4.199999999999999,1,"[38721.649999999994, 57827.97499999999, 69538.025, 74843.1, 76538.225, 76923.00000000001, 76976.90000000002]"
9,4.299999999999999,1,"[39359.024999999994, 58539.97499999999, 70435.275, 75707.92499999999, 77516.4, 77891.02499999998]"
9,4.399999999999999,1,"[39672.22499999999, 59102.29999999999, 71267.625, 76591.4, 78439.325, 78937.025]"
9,4.499999999999998,1,"[39617.499999999985, 59083.29999999999, 71648.75, 77312.44999999998, 79313.79999999999, 79816.67499999999, 79927.775, 79983.99999999999]"
9,4.599999999999998,1,"[40724.024999999994, 61374.89999999998, 73467.44999999997, 78595.64999999997, 80377.42499999996, 80862.29999999996, 80967.59999999996]"
9,4.6999999999999975,1,"[41178.07499999998, 62326.99999999998, 74625.34999999998, 79818.34999999998, 81508.0, 81950.79999999999]"
9,4.799999999999997,1,"[41851.82499999998, 62223.54999999998, 74977.72499999996, 80752.04999999996, 82445.47499999998, 82941.89999999997]"
9,4.899999999999997,1,"[41611.499999999985, 62417.84999999998, 75685.49999999997, 81490.72499999998, 83513.47499999995, 83915.77499999995, 83974.57499999995]"
9,4.9999999999999964,1,"[42504.949999999975, 63683.34999999998, 76600.79999999999, 82509.04999999999, 84353.99999999999, 84880.775, 84991.49999999999]"
