Seed,Theta,A,Payoff
28,4.0,1,"[36097.424999999996, 43700.775, 41036.3, 37240.475, 35615.425, 35168.825, 35046.0]"
28,4.1,1,"[37008.075, 44366.85, 40979.225000000006, 37423.275, 35562.45, 35146.100000000006, 35065.1]"
28,4.199999999999999,1,"[37472.575, 44872.04999999999, 41239.175, 37146.524999999994, 35470.95, 35125.7, 35022.25]"
28,4.299999999999999,1,"[37733.575, 45078.924999999996, 41651.575, 37552.100000000006, 35563.475, 35202.275, 35032.5, 35013.7]"
28,4.399999999999999,1,"[37972.19999999999, 45508.075, 41610.149999999994, 37531.7, 35749.475000000006, 35177.875, 35014.1]"
28,4.499999999999998,1,"[38593.09999999999, 46180.74999999999, 42079.649999999994, 37817.5, 35793.274999999994, 35092.5]"
28,4.599999999999998,1,"[39282.999999999985, 46720.77499999999, 42127.075, 37651.325, 35856.274999999994, 35166.325000000004, 35020.6, 35014.9]"
28,4.6999999999999975,1,"[39582.17499999999, 47201.999999999985, 42448.7, 37717.5, 35700.45, 35207.075, 35073.0, 35015.3]"
28,4.799999999999997,1,"[39833.749999999985, 47172.57499999999, 43005.7, 38017.425, 35761.475, 35107.7]"
28,4.899999999999997,1,"[41359.974999999984, 47903.624999999985, 42908.22499999999, 37617.1, 35731.950000000004, 35165.2, 35033.825]"
28,4.9999999999999964,1,"[40473.599999999984, 47945.49999999998, 43223.07499999999, 38334.72499999999, 36097.399999999994, 35274.95, 35071.825, 35016.5]"
