Seed,Theta,A,Payoff
30,4.0,1,"[35907.05, 43661.775, 40849.575, 37517.425, 35688.8, 35147.575, 35042.45]"
30,4.1,1,"[36537.825, 44289.35, 41033.725, 37500.649999999994, 35660.125, 35198.75, 35012.9]"
30,4.199999999999999,1,"[37167.875, 44769.34999999999, 41398.62499999999, 37411.675, 35775.825, 35171.025, 35031.5, 35013.3]"
30,4.299999999999999,1,"[37769.97499999999, 45048.87499999999, 41461.475, 37273.125, 35567.55, 35178.15, 35032.5]"
30,4.399999999999999,1,"[38160.274999999994, 45935.92499999999, 41449.99999999999, 37120.725, 35479.925, 35092.6, 35014.1]"
30,4.499999999999998,1,"[39012.04999999999, 46190.274999999994, 41778.12499999999, 37763.325, 35674.524999999994, 35149.45, 35039.225]"
30,4.599999999999998,1,"[39228.95, 46717.599999999984, 42068.94999999999, 37519.8, 35769.424999999996, 35152.3, 35040.325]"
30,4.6999999999999975,1,"[40307.54999999999, 47340.874999999985, 41994.799999999996, 37597.375, 35547.725000000006, 35087.325]"
30,4.799999999999997,1,"[39981.57499999998, 47230.44999999999, 43079.47499999999, 38069.1, 35686.6, 35121.825000000004, 35060.6, 35015.475]"
30,4.899999999999997,1,"[40597.94999999998, 48045.14999999998, 42736.399999999994, 37710.375, 35715.15, 35179.9]"
30,4.9999999999999964,1,"[41152.19999999998, 48182.999999999985, 43070.249999999985, 38089.899999999994, 35700.225, 35090.5]"
