Seed,Theta,A,Social_Welfare
5,4.0,1,"[17486.0, 25840.75, 31317.725000000006, 33671.575, 34662.07500000001, 34895.675, 34982.725000000006]"
5,4.1,1,"[17285.500000000346, 25826.5500000039, 31135.625000006105, 33762.7750000072, 34666.675000007555, 34933.27500000768, 34996.5000000077]"
5,4.199999999999999,1,"[17543.124999998017, 26194.299999996216, 31667.324999999626, 34005.77500000157, 34772.05000000222, 34965.000000002394, 34993.000000002394, 34996.50000000241]"
5,4.299999999999999,1,"[17458.00000000199, 26032.775000003767, 31391.87499999997, 33887.74999999789, 34720.2249999972, 34936.99999999702, 34992.99999999699]"
5,4.399999999999999,1,"[17845.449999998942, 26812.374999995212, 31836.524999993126, 34114.27499999217, 34730.72499999192, 34912.27499999185, 34982.49999999183, 34996.27499999182]"
5,4.499999999999998,1,"[17591.449999999993, 26293.19999999999, 31711.124999999978, 34062.225, 34796.99999999999, 34968.49999999999, 34992.99999999999, 34992.99999999999]"
5,4.599999999999998,1,"[16998.700000000958, 25616.60000000453, 31210.425000006842, 33873.52500000794, 34765.50000000832, 34947.725000008395, 34979.22500000842, 34989.72500000841]"
5,4.6999999999999975,1,"[17451.67499999785, 25983.724999997714, 31405.450000002216, 33985.75000000436, 34790.675000005045, 34958.00000000517, 34986.0000000052, 34993.0000000052, 34996.50000000522]"
5,4.799999999999997,1,"[17515.07500000217, 26301.95000000148, 31532.72499999714, 33983.299999995084, 34741.44999999445, 34943.99999999427, 34985.99999999424]"
5,4.899999999999997,1,"[17424.024999998463, 26109.674999994844, 31573.474999992563, 34056.57499999152, 34825.674999991206, 34975.49999999114, 34996.49999999112]"
5,4.9999999999999964,1,"[17367.599999999988, 26107.77499999998, 31434.549999999996, 33883.37499999999, 34745.849999999984, 34961.49999999999, 34992.99999999999, 34992.99999999999]"
