Seed,Theta,A,Social_Welfare
45,4.0,1,"[17699.725, 26420.0, 31835.85, 34107.350000000006, 34787.175, 34937.45, 34982.5]"
45,4.1,1,"[17376.499999999945, 25957.374999999676, 31417.99999999956, 33872.325000000055, 34751.725, 34954.95]"
45,4.199999999999999,1,"[17687.57499999823, 26541.22499999849, 31840.075000000084, 33964.45000000004, 34759.399999999994, 34958.0, 34989.5]"
45,4.299999999999999,1,"[17327.425000001746, 26178.850000001577, 31496.050000000054, 33894.37499999995, 34720.6, 34923.75, 34986.0]"
45,4.399999999999999,1,"[17714.84999999949, 26642.34999999999, 31970.97500000039, 34130.79999999996, 34828.200000000004, 34975.5, 34989.5]"
45,4.499999999999998,1,"[17513.299999999992, 26352.424999999992, 31593.699999999997, 34062.9, 34756.350000000006, 34944.9, 34989.95]"
45,4.599999999999998,1,"[17020.47500000058, 25716.200000000434, 31132.12499999946, 33831.675000000054, 34704.075, 34920.399999999994, 34986.450000000004]"
45,4.6999999999999975,1,"[17235.524999998102, 26010.674999998268, 31522.124999999793, 33983.30000000005, 34720.674999999996, 34951.0, 34993.0]"
45,4.799999999999997,1,"[17480.450000001925, 26250.300000001746, 31547.30000000025, 33983.22499999994, 34813.100000000006, 34972.9, 34993.450000000004, 34996.725]"
45,4.899999999999997,1,"[17328.29999999898, 26284.274999999336, 31711.425000000454, 34034.89999999995, 34776.675, 34958.00000000001, 34993.0]"
45,4.9999999999999964,1,"[17662.799999999985, 26425.02499999999, 31666.22499999999, 34027.45, 34705.774999999994, 34909.0, 34982.5, 34993.0]"
