Seed,Theta,A,Social_Welfare
37,4.0,1,"[17586.675000000003, 26150.0, 31395.300000000003, 33967.5, 34783.675, 34958.9, 34982.95, 34989.95, 34996.725]"
37,4.1,1,"[17700.825, 26301.724999999602, 31598.1249999996, 33967.500000000044, 34741.225000000006, 34961.5, 34996.5]"
37,4.199999999999999,1,"[17462.34999999828, 26149.574999998484, 31590.27499999997, 33959.02500000004, 34728.12499999999, 34927.4, 34989.5, 34996.274999999994]"
37,4.299999999999999,1,"[17376.950000001758, 26302.050000001593, 31611.625000000007, 33965.79999999995, 34759.625, 34947.50000000001]"
37,4.399999999999999,1,"[17533.37499999954, 26258.124999999913, 31559.425000000458, 34059.47499999996, 34776.225, 34965.225, 34989.725, 34996.5]"
37,4.499999999999998,1,"[17273.024999999998, 25938.12499999999, 31524.42499999999, 33960.575, 34769.0, 34951.0, 34982.5, 34996.5]"
37,4.599999999999998,1,"[17638.100000000733, 26273.600000000428, 31784.399999999558, 34048.90000000004, 34814.5, 34968.725000000006, 34996.5]"
37,4.6999999999999975,1,"[17899.92499999801, 26592.199999998298, 31768.399999999867, 34118.97500000004, 34802.299999999996, 34949.075, 34980.125, 34990.325, 34993.6, 34997.25]"
37,4.799999999999997,1,"[17693.62500000195, 26510.35000000173, 31744.950000000194, 34026.27499999994, 34794.175, 34947.5, 34989.5, 34996.5]"
37,4.899999999999997,1,"[17524.87499999892, 26322.849999999326, 31529.80000000049, 33996.62499999994, 34790.45, 34965.225000000006, 34996.5]"
37,4.9999999999999964,1,"[17446.524999999983, 26058.699999999986, 31476.84999999999, 33922.899999999994, 34720.45, 34947.95, 34989.5]"
