Seed,Theta,A,Payoff
41,4.0,1,"[36113.125, 43882.025, 41066.275, 37238.625, 35654.45, 35168.225000000006, 35008.725]"
41,4.1,1,"[37473.875, 44494.475, 40767.325, 37055.524999999994, 35661.975, 35101.5]"
41,4.199999999999999,1,"[37187.575, 44823.75, 41566.524999999994, 37692.175, 35738.025, 35221.425, 35053.899999999994, 35013.3]"
41,4.299999999999999,1,"[37175.024999999994, 45273.0, 41847.674999999996, 37513.725, 35605.025, 35162.5, 35027.4]"
41,4.399999999999999,1,"[38478.649999999994, 45674.875, 41382.3, 37516.424999999996, 35600.75, 35082.0, 35014.1]"
41,4.499999999999998,1,"[38408.34999999999, 46068.274999999994, 42169.649999999994, 37747.649999999994, 35798.925, 35106.85, 35010.225]"
41,4.599999999999998,1,"[38180.17499999999, 46537.27499999999, 43005.825, 38304.024999999994, 35902.25, 35259.274999999994, 35060.925]"
41,4.6999999999999975,1,"[39810.649999999994, 46557.79999999999, 42397.049999999996, 37738.2, 35707.225, 35158.75]"
41,4.799999999999997,1,"[39836.04999999999, 47453.499999999985, 42636.87499999999, 38138.025, 35942.425, 35209.700000000004, 35047.1]"
41,4.899999999999997,1,"[40524.32499999998, 47950.64999999999, 42696.399999999994, 37851.325, 35680.625, 35155.625, 35032.2]"
41,4.9999999999999964,1,"[40246.32499999998, 48302.349999999984, 43429.57499999998, 38080.85, 35883.45, 35218.725, 35054.225, 35034.5]"
