Seed,Theta,A,Social_Welfare
12,4.0,1,"[17684.175000000003, 26417.275, 31753.800000000003, 34084.35, 34832.225, 34972.225, 34989.5]"
12,4.1,1,"[17394.349999999893, 26237.62499999951, 31497.04999999958, 34032.875000000044, 34724.174999999996, 34912.65, 34993.75000000001]"
12,4.199999999999999,1,"[17421.52499999829, 25939.049999998424, 31382.94999999995, 33849.40000000005, 34682.625, 34933.95, 34993.0]"
12,4.299999999999999,1,"[17605.525000001788, 26150.175000001578, 31459.075000000077, 34000.349999999955, 34800.95, 34975.5]"
12,4.399999999999999,1,"[17794.24999999946, 26605.900000000067, 31745.37500000042, 34054.39999999996, 34765.5, 34954.274999999994, 34993.0, 34996.5]"
12,4.499999999999998,1,"[17533.449999999986, 26128.974999999995, 31521.524999999994, 33951.12499999999, 34747.775, 34947.5, 34989.5]"
12,4.599999999999998,1,"[17315.375000000633, 26269.875000000335, 31730.72499999956, 34066.92500000004, 34759.625, 34940.725, 34996.5]"
12,4.6999999999999975,1,"[17659.149999998055, 26535.399999998317, 31699.89999999984, 34087.40000000004, 34811.075000000004, 34968.950000000004, 34996.5]"
12,4.799999999999997,1,"[17417.15000000191, 26069.625000001724, 31417.350000000253, 33862.94999999994, 34709.27500000001, 34961.5, 34996.5]"
12,4.899999999999997,1,"[17293.474999998896, 26155.1999999992, 31536.500000000495, 33962.82499999995, 34777.125, 34948.84999999999, 34996.725000000006]"
12,4.9999999999999964,1,"[17433.37499999999, 26184.799999999985, 31399.949999999983, 33891.7, 34721.425, 34951.45, 34989.5, 34996.5]"
