Seed,Theta,A,Social_Welfare
11,4.0,1,"[17681.975, 26255.200000000004, 31592.125, 33958.575, 34746.075, 34951.45, 34996.5]"
11,4.1,1,"[17561.22500000046, 26113.72500000401, 31376.900000006193, 33857.650000007234, 34732.87500000759, 34943.77500000767, 34986.22500000768]"
11,4.199999999999999,1,"[17341.274999998062, 26004.74999999626, 31457.549999999443, 33944.72500000153, 34763.9500000022, 34941.32500000236, 34986.075000002405]"
11,4.299999999999999,1,"[17406.25000000198, 25907.02500000374, 31265.375000000087, 33794.89999999797, 34690.29999999722, 34924.34999999704, 34989.72499999698, 34996.49999999697]"
11,4.399999999999999,1,"[17367.174999999144, 26105.49999999551, 31561.34999999324, 33985.97499999225, 34737.72499999192, 34934.17499999185, 34986.44999999183, 34992.99999999182, 34996.49999999183]"
11,4.499999999999998,1,"[17454.325, 26010.249999999993, 31266.474999999984, 33938.025, 34769.225, 34958.00000000001, 34996.49999999999]"
11,4.599999999999998,1,"[17431.45000000114, 26365.40000000484, 31632.050000007024, 33931.250000007974, 34706.45000000829, 34962.47500000841, 34996.50000000842]"
11,4.6999999999999975,1,"[17530.02499999784, 26084.9249999978, 31542.450000002333, 33971.225000004364, 34779.27500000504, 34972.00000000519, 34996.50000000522]"
11,4.799999999999997,1,"[17433.55000000215, 25933.250000001775, 31369.199999997247, 33923.69999999514, 34708.599999994476, 34905.27499999432, 34985.99999999424]"
11,4.899999999999997,1,"[17704.974999998343, 26179.224999994818, 31565.849999992563, 33933.84999999158, 34786.27499999122, 34951.44999999114, 34996.49999999112]"
11,4.9999999999999964,1,"[17529.924999999985, 26256.14999999998, 31444.749999999993, 33914.19999999999, 34742.27499999999, 34933.94999999999, 34982.950000000004, 34993.224999999984]"
