Seed,Theta,A,Social_Welfare
44,4.0,1,"[17538.525, 26179.85, 31637.850000000006, 33988.950000000004, 34734.225, 34937.0, 34975.275, 34996.5]"
44,4.1,1,"[17594.47499999998, 26160.32499999963, 31624.874999999596, 34062.600000000035, 34798.649999999994, 34979.225]"
44,4.199999999999999,1,"[17678.949999998236, 26459.87499999845, 31617.8, 34061.92500000003, 34804.075, 34958.225000000006, 34993.0]"
44,4.299999999999999,1,"[17420.82500000173, 26268.825000001598, 31659.55000000004, 34029.67499999996, 34801.175, 34968.725000000006, 34996.5]"
44,4.399999999999999,1,"[17531.974999999584, 26378.725000000028, 31580.87500000041, 33889.324999999946, 34675.4, 34919.50000000001, 34982.5, 34996.5]"
44,4.499999999999998,1,"[17702.799999999992, 26222.924999999992, 31496.924999999996, 34002.95, 34706.22499999999, 34940.5, 34989.5]"
44,4.599999999999998,1,"[17845.07500000077, 26662.675000000112, 31687.72499999954, 34052.400000000045, 34840.12499999999, 34979.225000000006, 34993.0]"
44,4.6999999999999975,1,"[17424.624999998086, 26153.899999998233, 31491.499999999793, 33827.725000000064, 34654.174999999996, 34933.95, 34982.50000000001, 34996.5]"
44,4.799999999999997,1,"[17314.750000001895, 26101.300000001735, 31455.700000000303, 33946.72499999993, 34817.775, 34975.5]"
44,4.899999999999997,1,"[17227.599999998984, 25910.27499999919, 31321.700000000514, 33916.02499999995, 34737.5, 34930.0, 34986.00000000001, 34996.5]"
44,4.9999999999999964,1,"[17452.599999999988, 26262.549999999985, 31528.22499999999, 33975.399999999994, 34727.9, 34947.725, 34996.5]"
