Seed,Theta,A,Social_Welfare
23,4.0,1,"[17761.375, 26485.074999999997, 31798.925000000003, 34075.32500000001, 34762.225000000006, 34937.45, 34982.725000000006]"
23,4.1,1,"[17618.625000000477, 26339.42500000411, 31573.500000006286, 33911.050000007264, 34685.22500000758, 34951.22500000768, 34989.5000000077]"
23,4.199999999999999,1,"[17626.299999998, 25925.999999996275, 31440.949999999437, 33947.17500000152, 34713.45000000217, 34947.27500000236, 34989.50000000241]"
23,4.299999999999999,1,"[17305.800000001957, 26129.250000003787, 31448.04999999993, 33987.774999997826, 34765.949999997174, 34968.499999997]"
23,4.399999999999999,1,"[17424.174999999123, 26088.199999995522, 31487.724999993283, 33959.324999992255, 34752.399999991925, 34954.724999991835, 34996.49999999183]"
23,4.499999999999998,1,"[17599.599999999995, 26323.249999999993, 31825.44999999999, 34139.32499999999, 34832.225, 34951.225, 34982.50000000001]"
23,4.599999999999998,1,"[17628.575000001212, 26229.25000000478, 31549.100000006983, 33969.52500000799, 34797.67500000833, 34965.00000000841]"
23,4.6999999999999975,1,"[17469.624999997846, 26233.949999997923, 31684.000000002452, 34050.150000004425, 34787.17500000503, 34940.95000000517, 34982.5000000052, 34996.50000000522]"
23,4.799999999999997,1,"[17525.600000002167, 26296.10000000149, 31743.299999996947, 34139.899999994945, 34790.22499999442, 34933.49999999428, 34989.49999999425]"
23,4.899999999999997,1,"[17675.34999999835, 26418.649999994712, 31692.574999992517, 34021.12499999154, 34772.72499999122, 34961.724999991144, 34996.49999999112]"
23,4.9999999999999964,1,"[17540.699999999986, 26184.724999999984, 31550.999999999978, 33988.349999999984, 34786.49999999998, 34965.674999999996, 34996.49999999999]"
