Seed,Theta,A,Social_Welfare
1,4.0,1,"[np.float64(27767.399999999994), np.float64(29932.4), np.float64(33462.799999999996), np.float64(35950.600000000006), np.float64(37369.399999999994), np.float64(38200.8), np.float64(38695.2), np.float64(38928.2), np.float64(39083.600000000006), np.float64(39318.2), np.float64(39361.8), np.float64(39407.2), np.float64(39441.0), np.float64(39504.2), np.float64(39533.79999999999), np.float64(39543.19999999998), np.float64(39556.0), np.float64(39565.600000000006), np.float64(39568.79999999999), np.float64(39584.79999999999), np.float64(39594.399999999994), np.float64(39588.0), np.float64(39593.600000000006), np.float64(39593.600000000006), np.float64(39596.0), np.float64(39595.20000000001)]"
1,4.1,1,"[np.float64(27375.600000000002), np.float64(30339.000000000007), np.float64(33939.00000000001), np.float64(36160.0), np.float64(37465.2), np.float64(38286.0), np.float64(38782.0), np.float64(39010.600000000006), np.float64(39277.80000000001), np.float64(39312.00000000001), np.float64(39415.60000000001), np.float64(39418.0), np.float64(39513.600000000006), np.float64(39551.20000000001), np.float64(39556.20000000001), np.float64(39577.8), np.float64(39583.2), np.float64(39588.79999999999), np.float64(39580.80000000001), np.float64(39589.6), np.float64(39582.399999999994), np.float64(39597.59999999999), np.float64(39596.80000000001), np.float64(39599.20000000001)]"
1,4.199999999999999,1,"[np.float64(27970.200000000008), np.float64(31236.000000000004), np.float64(34539.8), np.float64(36559.20000000001), np.float64(37837.80000000002), np.float64(38576.20000000001), np.float64(38916.60000000002), np.float64(39129.80000000001), np.float64(39256.60000000002), np.float64(39446.40000000003), np.float64(39517.80000000001), np.float64(39541.60000000002), np.float64(39552.20000000002), np.float64(39565.60000000003), np.float64(39573.600000000035), np.float64(39585.60000000003), np.float64(39581.600000000006), np.float64(39592.00000000003), np.float64(39595.20000000002), np.float64(39582.40000000003), np.float64(39587.200000000026), np.float64(39593.60000000003), np.float64(39596.00000000003), np.float64(39598.40000000002), np.float64(39598.40000000002), np.float64(39598.40000000002), np.float64(39598.40000000002), np.float64(39599.20000000002)]"
1,4.299999999999999,1,"[np.float64(27881.999999999996), np.float64(31254.199999999993), np.float64(34521.999999999985), np.float64(36797.399999999994), np.float64(38078.799999999996), np.float64(38721.39999999999), np.float64(39058.99999999999), np.float64(39330.59999999999), np.float64(39435.39999999999), np.float64(39485.599999999984), np.float64(39493.2), np.float64(39537.200000000004), np.float64(39537.59999999999), np.float64(39567.99999999999), np.float64(39583.99999999999), np.float64(39595.99999999998), np.float64(39594.39999999999), np.float64(39598.4), np.float64(39596.0), np.float64(39599.200000000004)]"
1,4.399999999999999,1,"[np.float64(27625.0), np.float64(30995.6), np.float64(34727.00000000001), np.float64(37002.4), np.float64(38254.600000000006), np.float64(38855.80000000001), np.float64(39284.600000000006), np.float64(39439.400000000016), np.float64(39493.20000000001), np.float64(39542.40000000001), np.float64(39558.4), np.float64(39569.60000000002), np.float64(39592.000000000015), np.float64(39595.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
1,4.499999999999998,1,"[np.float64(27884.600000000006), np.float64(31696.400000000005), np.float64(35308.8), np.float64(37359.0), np.float64(38474.0), np.float64(39114.59999999999), np.float64(39341.2), np.float64(39471.8), np.float64(39543.40000000001), np.float64(39569.8), np.float64(39573.2), np.float64(39587.2), np.float64(39594.59999999999), np.float64(39598.40000000001)]"
1,4.599999999999998,1,"[np.float64(27779.4), np.float64(31840.799999999996), np.float64(35413.999999999985), np.float64(37427.999999999985), np.float64(38647.39999999998), np.float64(39186.39999999998), np.float64(39435.39999999998), np.float64(39536.19999999998), np.float64(39571.99999999998), np.float64(39591.99999999998), np.float64(39595.19999999998), np.float64(39598.39999999999), np.float64(39598.599999999984)]"
1,4.6999999999999975,1,"[np.float64(27722.799999999996), np.float64(32011.99999999999), np.float64(35856.99999999999), np.float64(37759.600000000006), np.float64(38780.00000000001), np.float64(39252.80000000001), np.float64(39463.400000000016), np.float64(39564.80000000001), np.float64(39584.80000000001), np.float64(39595.20000000002), np.float64(39596.00000000002), np.float64(39599.20000000001), np.float64(39599.20000000001)]"
1,4.799999999999997,1,"[np.float64(27961.600000000006), np.float64(32524.4), np.float64(36067.799999999996), np.float64(38223.00000000001), np.float64(39112.400000000016), np.float64(39391.8), np.float64(39515.2), np.float64(39558.999999999985), np.float64(39584.79999999999), np.float64(39592.2), np.float64(39595.99999999999)]"
1,4.899999999999997,1,"[np.float64(27806.800000000003), np.float64(32909.799999999996), np.float64(36327.6), np.float64(38255.799999999996), np.float64(39110.999999999985), np.float64(39451.0), np.float64(39562.599999999984), np.float64(39591.19999999998), np.float64(39595.19999999998)]"
1,4.9999999999999964,1,"[np.float64(27286.000000000004), np.float64(32000.000000000007), np.float64(35981.0), np.float64(38184.40000000002), np.float64(39149.00000000002), np.float64(39446.60000000001), np.float64(39574.800000000025), np.float64(39588.800000000025), np.float64(39599.20000000002)]"
