Seed,Theta,A,Social_Welfare
3,4.0,1,"[np.float64(28045.0), np.float64(30090.800000000003), np.float64(33766.4), np.float64(35866.20000000001), np.float64(37259.600000000006), np.float64(38107.0), np.float64(38502.20000000001), np.float64(38855.8), np.float64(39046.600000000006), np.float64(39198.8), np.float64(39337.0), np.float64(39393.20000000001), np.float64(39452.2), np.float64(39510.79999999999), np.float64(39506.399999999994), np.float64(39542.399999999994), np.float64(39536.79999999999), np.float64(39564.0), np.float64(39587.2), np.float64(39584.0), np.float64(39592.8), np.float64(39591.20000000001), np.float64(39599.2)]"
3,4.1,1,"[np.float64(27500.800000000003), np.float64(30389.800000000003), np.float64(33730.8), np.float64(36259.19999999999), np.float64(37665.799999999996), np.float64(38322.000000000015), np.float64(38764.80000000001), np.float64(39078.799999999996), np.float64(39250.60000000001), np.float64(39414.00000000001), np.float64(39457.8), np.float64(39503.20000000001), np.float64(39532.2), np.float64(39544.200000000004), np.float64(39547.20000000001), np.float64(39583.2), np.float64(39594.4), np.float64(39590.40000000001), np.float64(39595.19999999999), np.float64(39593.599999999984)]"
3,4.199999999999999,1,"[np.float64(27532.400000000005), np.float64(30867.400000000005), np.float64(34490.8), np.float64(36614.000000000015), np.float64(38015.80000000003), np.float64(38684.80000000002), np.float64(38992.80000000002), np.float64(39276.20000000003), np.float64(39391.400000000016), np.float64(39492.20000000002), np.float64(39505.60000000003), np.float64(39546.00000000003), np.float64(39553.60000000001), np.float64(39544.800000000025), np.float64(39580.80000000001), np.float64(39591.20000000003), np.float64(39592.00000000002), np.float64(39596.800000000025), np.float64(39591.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
3,4.299999999999999,1,"[np.float64(27620.99999999999), np.float64(31067.79999999999), np.float64(34427.2), np.float64(36596.4), np.float64(37961.0), np.float64(38783.4), np.float64(39041.99999999999), np.float64(39310.0), np.float64(39385.59999999999), np.float64(39499.19999999999), np.float64(39542.4), np.float64(39563.200000000004), np.float64(39582.39999999999), np.float64(39593.6), np.float64(39597.59999999999), np.float64(39595.19999999998), np.float64(39595.999999999985), np.float64(39599.200000000004), np.float64(39598.4), np.float64(39595.999999999985), np.float64(39596.799999999996)]"
3,4.399999999999999,1,"[np.float64(27818.599999999995), np.float64(31594.600000000002), np.float64(35061.40000000001), np.float64(37251.60000000001), np.float64(38419.600000000006), np.float64(39057.200000000004), np.float64(39265.20000000001), np.float64(39403.20000000001), np.float64(39521.80000000001), np.float64(39553.80000000002), np.float64(39583.20000000001), np.float64(39588.80000000002), np.float64(39593.60000000001), np.float64(39596.80000000002), np.float64(39599.20000000002)]"
3,4.499999999999998,1,"[np.float64(27444.4), np.float64(31502.00000000001), np.float64(35431.600000000006), np.float64(37582.0), np.float64(38682.2), np.float64(39219.2), np.float64(39415.2), np.float64(39492.59999999999), np.float64(39557.8), np.float64(39582.600000000006), np.float64(39596.8), np.float64(39593.600000000006), np.float64(39591.20000000001), np.float64(39598.40000000001), np.float64(39594.40000000001), np.float64(39599.2), np.float64(39599.2), np.float64(39599.2)]"
3,4.599999999999998,1,"[np.float64(27729.800000000003), np.float64(31879.199999999993), np.float64(35636.999999999985), np.float64(37702.799999999974), np.float64(38775.59999999998), np.float64(39207.59999999997), np.float64(39442.79999999999), np.float64(39546.79999999997), np.float64(39573.19999999998), np.float64(39591.99999999999), np.float64(39588.799999999996), np.float64(39597.599999999984), np.float64(39597.599999999984), np.float64(39596.799999999996)]"
3,4.6999999999999975,1,"[np.float64(27357.799999999996), np.float64(31809.399999999998), np.float64(35577.6), np.float64(37742.600000000006), np.float64(38907.0), np.float64(39306.00000000001), np.float64(39508.4), np.float64(39578.00000000001), np.float64(39598.40000000001), np.float64(39599.20000000001)]"
3,4.799999999999997,1,"[np.float64(27692.800000000003), np.float64(32380.8), np.float64(36027.8), np.float64(38047.8), np.float64(38993.6), np.float64(39331.19999999999), np.float64(39519.600000000006), np.float64(39550.0), np.float64(39585.799999999996), np.float64(39592.0), np.float64(39597.599999999984)]"
3,4.899999999999997,1,"[np.float64(28020.400000000005), np.float64(32426.400000000005), np.float64(36330.59999999999), np.float64(38302.2), np.float64(39133.399999999994), np.float64(39464.399999999994), np.float64(39559.599999999984), np.float64(39591.99999999999), np.float64(39598.59999999998)]"
3,4.9999999999999964,1,"[np.float64(27438.000000000004), np.float64(32013.6), np.float64(35990.40000000001), np.float64(38224.20000000001), np.float64(39102.20000000002), np.float64(39433.400000000016), np.float64(39549.00000000002), np.float64(39585.60000000003), np.float64(39595.20000000002)]"
