Seed,Theta,A,Payoff
3,4.0,1,"[np.float64(48297.0), np.float64(54006.8), np.float64(62614.4), np.float64(68162.20000000001), np.float64(71943.6), np.float64(74503.0), np.float64(75798.20000000001), np.float64(76879.8), np.float64(77546.6), np.float64(78070.8), np.float64(78573.0), np.float64(78821.20000000001), np.float64(79056.2), np.float64(79230.79999999999), np.float64(79262.4), np.float64(79382.4), np.float64(79372.79999999999), np.float64(79464.0), np.float64(79547.2), np.float64(79544.0), np.float64(79572.8), np.float64(79571.20000000001), np.float64(79595.2)]"
3,4.1,1,"[np.float64(47865.5), np.float64(55239.9), np.float64(63369.700000000004), np.float64(69944.79999999999), np.float64(73913.9), np.float64(76050.20000000001), np.float64(77501.6), np.float64(78627.4), np.float64(79237.90000000001), np.float64(79811.3), np.float64(80023.2), np.float64(80212.1), np.float64(80314.9), np.float64(80372.0), np.float64(80399.6), np.float64(80529.9), np.float64(80565.7), np.float64(80557.6), np.float64(80578.79999999999), np.float64(80577.19999999998)]"
3,4.199999999999999,1,"[np.float64(48435.8), np.float64(56878.0), np.float64(66016.0), np.float64(71835.20000000001), np.float64(75891.40000000002), np.float64(78068.20000000001), np.float64(79216.20000000001), np.float64(80230.40000000002), np.float64(80715.20000000001), np.float64(81110.00000000001), np.float64(81186.40000000002), np.float64(81344.40000000002), np.float64(81385.6), np.float64(81397.80000000002), np.float64(81513.6), np.float64(81553.40000000002), np.float64(81566.80000000002), np.float64(81580.00000000001), np.float64(81570.20000000001), np.float64(81595.00000000001), np.float64(81595.00000000001), np.float64(81595.00000000001), np.float64(81595.00000000001)]"
3,4.299999999999999,1,"[np.float64(49034.999999999985), np.float64(57912.69999999998), np.float64(66608.4), np.float64(72608.9), np.float64(76751.29999999999), np.float64(79366.79999999999), np.float64(80386.49999999999), np.float64(81351.09999999999), np.float64(81706.19999999998), np.float64(82155.19999999998), np.float64(82318.79999999999), np.float64(82425.59999999999), np.float64(82513.59999999998), np.float64(82567.79999999999), np.float64(82584.69999999998), np.float64(82577.99999999997), np.float64(82583.09999999998), np.float64(82594.9), np.float64(82589.79999999999), np.float64(82583.09999999998), np.float64(82588.19999999998)]"
3,4.399999999999999,1,"[np.float64(50029.79999999999), np.float64(59908.59999999999), np.float64(69139.4), np.float64(75294.0), np.float64(79084.4), np.float64(81226.79999999999), np.float64(82200.4), np.float64(82774.0), np.float64(83231.4), np.float64(83369.0), np.float64(83508.4), np.float64(83544.8), np.float64(83576.0), np.float64(83588.0), np.float64(83594.8)]"
3,4.499999999999998,1,"[np.float64(49575.399999999994), np.float64(60270.5), np.float64(70599.09999999999), np.float64(77136.99999999999), np.float64(80829.19999999998), np.float64(82851.19999999998), np.float64(83731.19999999998), np.float64(84101.09999999998), np.float64(84373.29999999999), np.float64(84510.59999999999), np.float64(84578.79999999999), np.float64(84566.59999999999), np.float64(84568.7), np.float64(84589.4), np.float64(84580.9), np.float64(84594.69999999998), np.float64(84594.69999999998), np.float64(84594.69999999998)]"
3,4.599999999999998,1,"[np.float64(50743.59999999999), np.float64(61769.99999999998), np.float64(72032.19999999997), np.float64(78467.99999999996), np.float64(82139.79999999996), np.float64(83896.59999999995), np.float64(84876.99999999997), np.float64(85330.59999999995), np.float64(85462.79999999996), np.float64(85555.19999999997), np.float64(85551.99999999997), np.float64(85583.79999999996), np.float64(85583.79999999996), np.float64(85587.59999999998)]"
3,4.6999999999999975,1,"[np.float64(50397.19999999998), np.float64(62237.19999999998), np.float64(72872.09999999998), np.float64(79492.69999999998), np.float64(83665.09999999998), np.float64(85318.99999999999), np.float64(86160.59999999998), np.float64(86483.99999999999), np.float64(86588.99999999999), np.float64(86594.49999999999)]"
3,4.799999999999997,1,"[np.float64(51836.79999999999), np.float64(64516.79999999998), np.float64(75032.59999999998), np.float64(81444.59999999998), np.float64(84924.79999999997), np.float64(86414.39999999997), np.float64(87159.59999999998), np.float64(87381.99999999997), np.float64(87528.19999999997), np.float64(87563.19999999997), np.float64(87583.19999999995)]"
3,4.899999999999997,1,"[np.float64(52868.29999999999), np.float64(65192.69999999998), np.float64(76584.09999999996), np.float64(83220.49999999997), np.float64(86482.09999999996), np.float64(87925.39999999997), np.float64(88407.69999999995), np.float64(88552.79999999996), np.float64(88588.79999999994)]"
3,4.9999999999999964,1,"[np.float64(52057.999999999985), np.float64(64793.59999999998), np.float64(76560.39999999998), np.float64(83944.19999999998), np.float64(87432.19999999998), np.float64(88848.39999999998), np.float64(89368.99999999999), np.float64(89535.59999999999), np.float64(89575.19999999998)]"
