Seed,Theta,A,Payoff
5,4.0,1,"[np.float64(47584.8), np.float64(54631.8), np.float64(62569.0), np.float64(68206.8), np.float64(72138.6), np.float64(74575.0), np.float64(76105.6), np.float64(77056.6), np.float64(77776.6), np.float64(78136.79999999999), np.float64(78627.6), np.float64(78894.4), np.float64(79116.8), np.float64(79242.0), np.float64(79355.4), np.float64(79385.6), np.float64(79446.4), np.float64(79465.6), np.float64(79416.0), np.float64(79475.2), np.float64(79537.6), np.float64(79571.20000000001), np.float64(79579.2), np.float64(79577.6), np.float64(79595.2), np.float64(79582.4), np.float64(79595.2)]"
5,4.1,1,"[np.float64(47633.00000000001), np.float64(54567.700000000004), np.float64(63310.40000000001), np.float64(69440.40000000001), np.float64(73332.6), np.float64(75691.9), np.float64(77551.1), np.float64(78547.2), np.float64(79209.20000000001), np.float64(79635.6), np.float64(79831.2), np.float64(80174.70000000001), np.float64(80295.1), np.float64(80342.4), np.float64(80368.6), np.float64(80411.0), np.float64(80472.9), np.float64(80515.29999999999), np.float64(80578.79999999999), np.float64(80588.59999999999)]"
5,4.199999999999999,1,"[np.float64(48784.600000000006), np.float64(57697.8), np.float64(66102.80000000002), np.float64(72095.6), np.float64(75561.6), np.float64(77814.20000000001), np.float64(79151.20000000001), np.float64(79767.80000000002), np.float64(80243.80000000002), np.float64(80646.20000000001), np.float64(81063.8), np.float64(81231.60000000002), np.float64(81319.6), np.float64(81434.20000000001), np.float64(81478.80000000002), np.float64(81469.20000000001), np.float64(81570.00000000001), np.float64(81560.20000000001), np.float64(81590.00000000001), np.float64(81595.00000000001)]"
5,4.299999999999999,1,"[np.float64(49084.79999999999), np.float64(57558.999999999985), np.float64(66481.99999999999), np.float64(72520.69999999998), np.float64(76796.79999999999), np.float64(79019.5), np.float64(80339.49999999999), np.float64(81243.49999999997), np.float64(81761.99999999999), np.float64(82056.99999999999), np.float64(82235.09999999998), np.float64(82363.29999999999), np.float64(82447.59999999998), np.float64(82471.49999999999), np.float64(82506.89999999998), np.float64(82498.59999999999), np.float64(82542.59999999998), np.float64(82549.29999999999), np.float64(82567.79999999997), np.float64(82569.4), np.float64(82552.99999999999), np.float64(82589.79999999999), np.float64(82594.9), np.float64(82594.9), np.float64(82594.9), np.float64(82594.9), np.float64(82594.9)]"
5,4.399999999999999,1,"[np.float64(50471.999999999985), np.float64(60034.399999999994), np.float64(69330.4), np.float64(75194.0), np.float64(78591.4), np.float64(80828.0), np.float64(82013.6), np.float64(82785.2), np.float64(83174.0), np.float64(83225.59999999999), np.float64(83431.6), np.float64(83537.6), np.float64(83551.6), np.float64(83589.6), np.float64(83589.6), np.float64(83588.0), np.float64(83594.8)]"
5,4.499999999999998,1,"[np.float64(50379.8), np.float64(60678.09999999999), np.float64(70654.29999999999), np.float64(77010.0), np.float64(80791.4), np.float64(82455.59999999999), np.float64(83639.99999999999), np.float64(84066.39999999998), np.float64(84373.69999999998), np.float64(84499.79999999997), np.float64(84541.69999999998), np.float64(84554.39999999998), np.float64(84584.09999999999), np.float64(84594.69999999998), np.float64(84594.69999999998), np.float64(84594.69999999998)]"
5,4.599999999999998,1,"[np.float64(49500.999999999985), np.float64(61385.79999999998), np.float64(71581.19999999998), np.float64(78397.39999999997), np.float64(82183.39999999997), np.float64(84013.99999999996), np.float64(84858.79999999996), np.float64(85321.79999999996), np.float64(85492.59999999996), np.float64(85578.39999999997), np.float64(85589.19999999997)]"
5,4.6999999999999975,1,"[np.float64(51037.59999999999), np.float64(63233.199999999975), np.float64(73170.09999999998), np.float64(80086.49999999997), np.float64(83725.19999999998), np.float64(85551.39999999998), np.float64(86223.9), np.float64(86457.0), np.float64(86549.09999999999), np.float64(86594.49999999999), np.float64(86594.49999999999)]"
5,4.799999999999997,1,"[np.float64(51699.19999999998), np.float64(64148.599999999984), np.float64(74407.19999999998), np.float64(81195.59999999998), np.float64(84500.79999999996), np.float64(86220.99999999997), np.float64(87151.39999999997), np.float64(87429.79999999997), np.float64(87544.79999999996), np.float64(87574.39999999997), np.float64(87581.59999999996)]"
5,4.899999999999997,1,"[np.float64(51952.69999999998), np.float64(64670.29999999999), np.float64(76331.59999999998), np.float64(82454.39999999997), np.float64(86091.99999999997), np.float64(87702.49999999996), np.float64(88288.69999999995), np.float64(88515.59999999995), np.float64(88594.29999999994), np.float64(88594.29999999994)]"
5,4.9999999999999964,1,"[np.float64(52337.39999999999), np.float64(66159.79999999999), np.float64(77134.19999999998), np.float64(83957.4), np.float64(87518.79999999999), np.float64(88959.19999999998), np.float64(89441.59999999998), np.float64(89569.4)]"
