Seed,Theta,A,Cost
2,4.0,1,"[np.float64(20528.0), np.float64(24484.0), np.float64(29224.0), np.float64(32620.0), np.float64(34828.0), np.float64(36216.0), np.float64(37536.0), np.float64(38168.0), np.float64(38824.0), np.float64(39100.0), np.float64(39320.0), np.float64(39512.0), np.float64(39604.0), np.float64(39724.0), np.float64(39812.0), np.float64(39868.0), np.float64(39912.0), np.float64(39960.0), np.float64(39964.0), np.float64(39972.0), np.float64(39980.0), np.float64(39972.0), np.float64(39984.0), np.float64(39980.0), np.float64(39980.0), np.float64(39992.0), np.float64(39988.0), np.float64(39996.0), np.float64(39992.0), np.float64(39992.0)]"
2,4.1,1,"[np.float64(20049.0), np.float64(24702.499999999996), np.float64(29589.699999999997), np.float64(33398.6), np.float64(35932.399999999994), np.float64(37683.1), np.float64(38798.299999999996), np.float64(39507.6), np.float64(39966.799999999996), np.float64(40229.2), np.float64(40528.5), np.float64(40708.899999999994), np.float64(40770.399999999994), np.float64(40844.2), np.float64(40901.6), np.float64(40922.1), np.float64(40930.299999999996), np.float64(40959.0), np.float64(40967.2), np.float64(40975.399999999994), np.float64(40979.5), np.float64(40991.799999999996)]"
2,4.199999999999999,1,"[np.float64(20861.399999999998), np.float64(25867.799999999996), np.float64(30806.999999999996), np.float64(34771.799999999996), np.float64(37337.99999999999), np.float64(39185.99999999999), np.float64(40135.19999999999), np.float64(40765.19999999999), np.float64(41143.19999999999), np.float64(41416.19999999999), np.float64(41596.799999999996), np.float64(41731.19999999999), np.float64(41827.799999999996), np.float64(41907.59999999999), np.float64(41941.19999999999), np.float64(41953.799999999996), np.float64(41957.99999999999), np.float64(41957.99999999999), np.float64(41978.99999999999), np.float64(41987.399999999994), np.float64(41995.799999999996), np.float64(41995.799999999996), np.float64(41991.59999999999), np.float64(41991.59999999999), np.float64(41987.399999999994), np.float64(41995.799999999996), np.float64(41995.799999999996)]"
2,4.299999999999999,1,"[np.float64(21590.299999999996), np.float64(26823.399999999994), np.float64(32219.89999999999), np.float64(36704.79999999999), np.float64(39125.69999999999), np.float64(40591.99999999999), np.float64(41404.69999999999), np.float64(42071.19999999999), np.float64(42406.59999999999), np.float64(42608.69999999999), np.float64(42733.39999999999), np.float64(42827.99999999999), np.float64(42918.29999999999), np.float64(42952.69999999999), np.float64(42965.59999999999), np.float64(42965.59999999999), np.float64(42987.09999999999), np.float64(42974.19999999999), np.float64(42982.79999999999), np.float64(42987.09999999999), np.float64(42991.39999999999), np.float64(42995.69999999999), np.float64(42991.39999999999)]"
2,4.399999999999999,1,"[np.float64(21841.59999999999), np.float64(27508.799999999992), np.float64(33554.39999999999), np.float64(37923.59999999999), np.float64(40475.599999999984), np.float64(41989.19999999999), np.float64(42710.79999999999), np.float64(43304.79999999999), np.float64(43625.999999999985), np.float64(43740.39999999999), np.float64(43867.999999999985), np.float64(43903.19999999998), np.float64(43942.79999999999), np.float64(43951.599999999984), np.float64(43969.19999999998), np.float64(43973.599999999984), np.float64(43991.19999999998)]"
2,4.499999999999998,1,"[np.float64(22526.999999999993), np.float64(28835.99999999999), np.float64(35018.999999999985), np.float64(39685.499999999985), np.float64(42038.999999999985), np.float64(43492.499999999985), np.float64(44261.999999999985), np.float64(44689.499999999985), np.float64(44828.999999999985), np.float64(44918.999999999985), np.float64(44954.999999999985), np.float64(44968.499999999985), np.float64(44995.499999999985)]"
2,4.599999999999998,1,"[np.float64(23073.599999999988), np.float64(29881.599999999988), np.float64(36105.39999999999), np.float64(40355.79999999998), np.float64(43207.79999999998), np.float64(44578.59999999998), np.float64(45337.59999999998), np.float64(45700.99999999998), np.float64(45838.99999999998), np.float64(45940.199999999975), np.float64(45981.59999999998), np.float64(45990.79999999998)]"
2,4.6999999999999975,1,"[np.float64(23880.699999999986), np.float64(31109.299999999985), np.float64(37858.49999999998), np.float64(42173.09999999998), np.float64(44584.199999999975), np.float64(46055.299999999974), np.float64(46628.699999999975), np.float64(46849.59999999998), np.float64(46934.199999999975), np.float64(46981.199999999975), np.float64(46995.299999999974)]"
2,4.799999999999997,1,"[np.float64(23971.199999999986), np.float64(31982.39999999998), np.float64(38995.199999999975), np.float64(43559.99999999997), np.float64(46060.799999999974), np.float64(47227.199999999975), np.float64(47769.59999999997), np.float64(47947.19999999997), np.float64(47990.39999999997), np.float64(47985.59999999997), np.float64(47990.39999999997), np.float64(47995.19999999997)]"
2,4.899999999999997,1,"[np.float64(24612.699999999983), np.float64(33109.29999999998), np.float64(40145.699999999975), np.float64(44800.69999999997), np.float64(47373.19999999997), np.float64(48421.79999999997), np.float64(48828.49999999997), np.float64(48960.79999999997), np.float64(48990.19999999997)]"
2,4.9999999999999964,1,"[np.float64(25259.99999999998), np.float64(34264.99999999998), np.float64(41709.99999999997), np.float64(46259.99999999996), np.float64(48604.99999999996), np.float64(49489.99999999996), np.float64(49859.99999999996), np.float64(49944.99999999996), np.float64(49989.99999999996)]"
