Seed,Theta,A,Payoff
0,4.0,1,"[np.float64(48303.4), np.float64(54028.600000000006), np.float64(61950.0), np.float64(67580.59999999999), np.float64(71590.4), np.float64(74265.0), np.float64(76024.0), np.float64(77079.79999999999), np.float64(77743.20000000001), np.float64(78149.4), np.float64(78513.6), np.float64(78925.0), np.float64(79100.8), np.float64(79166.59999999999), np.float64(79376.2), np.float64(79435.2), np.float64(79456.0), np.float64(79465.6), np.float64(79521.6), np.float64(79547.2), np.float64(79536.0), np.float64(79561.6), np.float64(79584.0), np.float64(79595.2), np.float64(79595.2), np.float64(79595.2), np.float64(79595.2)]"
0,4.1,1,"[np.float64(48812.3), np.float64(55936.600000000006), np.float64(63958.600000000006), np.float64(69752.2), np.float64(73763.70000000001), np.float64(75989.6), np.float64(77575.8), np.float64(78563.2), np.float64(79328.8), np.float64(79695.5), np.float64(79882.4), np.float64(80197.5), np.float64(80266.1), np.float64(80290.5), np.float64(80425.6), np.float64(80490.9), np.float64(80515.2), np.float64(80523.4), np.float64(80538.1), np.float64(80573.9), np.float64(80585.29999999999), np.float64(80583.7), np.float64(80590.2), np.float64(80590.2), np.float64(80595.09999999999), np.float64(80595.09999999999), np.float64(80595.09999999999)]"
0,4.199999999999999,1,"[np.float64(48056.6), np.float64(56543.4), np.float64(65468.200000000004), np.float64(71578.20000000001), np.float64(75535.40000000001), np.float64(77611.00000000001), np.float64(79288.00000000001), np.float64(79962.20000000001), np.float64(80553.80000000002), np.float64(80907.60000000002), np.float64(81149.60000000002), np.float64(81368.00000000001), np.float64(81416.00000000001), np.float64(81493.80000000002), np.float64(81528.60000000002), np.float64(81522.40000000001), np.float64(81578.40000000002), np.float64(81590.00000000001), np.float64(81590.00000000001), np.float64(81576.80000000002), np.float64(81585.00000000001), np.float64(81590.00000000001), np.float64(81588.40000000002), np.float64(81588.40000000002), np.float64(81595.00000000001), np.float64(81595.00000000001), np.float64(81590.00000000001), np.float64(81588.40000000002)]"
0,4.299999999999999,1,"[np.float64(49671.499999999985), np.float64(58149.999999999985), np.float64(67155.79999999999), np.float64(73355.59999999999), np.float64(77131.19999999998), np.float64(79222.19999999998), np.float64(80625.99999999999), np.float64(81479.29999999999), np.float64(81920.49999999999), np.float64(82170.4), np.float64(82337.29999999999), np.float64(82398.79999999999), np.float64(82517.09999999998), np.float64(82535.59999999998), np.float64(82561.09999999998), np.float64(82577.99999999999), np.float64(82577.99999999999), np.float64(82589.79999999999), np.float64(82594.9), np.float64(82594.9)]"
0,4.399999999999999,1,"[np.float64(49494.59999999999), np.float64(58764.399999999994), np.float64(68142.79999999999), np.float64(74758.4), np.float64(78499.2), np.float64(80664.4), np.float64(82020.79999999999), np.float64(82705.4), np.float64(83177.8), np.float64(83352.6), np.float64(83465.79999999999), np.float64(83534.4), np.float64(83557.0), np.float64(83577.8)]"
0,4.499999999999998,1,"[np.float64(49902.0), np.float64(60446.2), np.float64(70362.09999999999), np.float64(77047.19999999998), np.float64(80928.19999999998), np.float64(82706.49999999999), np.float64(83740.79999999999), np.float64(84207.49999999999), np.float64(84379.79999999999), np.float64(84519.09999999998), np.float64(84549.29999999999), np.float64(84589.4)]"
0,4.599999999999998,1,"[np.float64(51047.79999999999), np.float64(62683.39999999998), np.float64(72217.79999999997), np.float64(78366.59999999998), np.float64(82086.19999999997), np.float64(83909.79999999996), np.float64(84926.59999999996), np.float64(85321.59999999995), np.float64(85455.39999999997), np.float64(85571.39999999997), np.float64(85582.39999999997)]"
0,4.6999999999999975,1,"[np.float64(51371.19999999998), np.float64(62322.39999999998), np.float64(72570.99999999997), np.float64(79593.79999999997), np.float64(83244.49999999997), np.float64(85189.59999999998), np.float64(86030.59999999998), np.float64(86405.9), np.float64(86534.19999999998), np.float64(86583.49999999999)]"
0,4.799999999999997,1,"[np.float64(51743.19999999998), np.float64(63838.999999999985), np.float64(74837.39999999998), np.float64(81442.79999999997), np.float64(85016.99999999997), np.float64(86723.79999999996), np.float64(87324.99999999997), np.float64(87505.79999999996), np.float64(87594.39999999997), np.float64(87594.39999999997)]"
0,4.899999999999997,1,"[np.float64(51873.09999999999), np.float64(65055.499999999985), np.float64(76251.59999999998), np.float64(83012.99999999997), np.float64(86358.49999999996), np.float64(87824.29999999996), np.float64(88332.49999999996), np.float64(88495.09999999995), np.float64(88569.89999999995), np.float64(88588.59999999995)]"
0,4.9999999999999964,1,"[np.float64(52146.79999999999), np.float64(66639.99999999999), np.float64(77979.59999999998), np.float64(84333.99999999999), np.float64(87565.79999999999), np.float64(88945.4), np.float64(89408.99999999999), np.float64(89557.79999999999), np.float64(89594.19999999998)]"
