Seed,Theta,A,Payoff
4,4.0,1,"[np.float64(47495.6), np.float64(54010.40000000001), np.float64(61926.399999999994), np.float64(67961.4), np.float64(71883.0), np.float64(74965.2), np.float64(76576.4), np.float64(77084.8), np.float64(77874.2), np.float64(78233.6), np.float64(78450.4), np.float64(78749.4), np.float64(79102.8), np.float64(79219.4), np.float64(79227.2), np.float64(79340.8), np.float64(79443.2), np.float64(79504.0), np.float64(79512.0), np.float64(79526.4), np.float64(79532.8), np.float64(79553.6), np.float64(79579.2)]"
4,4.1,1,"[np.float64(48251.4), np.float64(55434.5), np.float64(63965.0), np.float64(69754.29999999999), np.float64(73640.8), np.float64(75847.0), np.float64(77592.2), np.float64(78886.5), np.float64(79381.6), np.float64(79602.0), np.float64(79976.1), np.float64(80080.4), np.float64(80251.29999999999), np.float64(80329.5), np.float64(80406.09999999999), np.float64(80411.1), np.float64(80503.9), np.float64(80523.4), np.float64(80556.0), np.float64(80547.9), np.float64(80578.79999999999)]"
4,4.199999999999999,1,"[np.float64(49139.2), np.float64(57160.2), np.float64(65683.6), np.float64(71900.8), np.float64(75768.4), np.float64(77747.6), np.float64(79286.00000000001), np.float64(79984.20000000001), np.float64(80605.20000000001), np.float64(80847.00000000001), np.float64(81119.0), np.float64(81349.20000000001), np.float64(81412.20000000001), np.float64(81462.20000000001), np.float64(81463.80000000002), np.float64(81495.60000000002), np.float64(81522.00000000001), np.float64(81556.80000000002), np.float64(81580.00000000001), np.float64(81571.80000000002), np.float64(81590.00000000001), np.float64(81576.80000000002), np.float64(81595.00000000001), np.float64(81595.00000000001), np.float64(81595.00000000001), np.float64(81595.00000000001)]"
4,4.299999999999999,1,"[np.float64(49070.09999999999), np.float64(58111.29999999999), np.float64(67291.29999999999), np.float64(73462.89999999998), np.float64(77587.99999999999), np.float64(79916.59999999999), np.float64(81149.59999999999), np.float64(81569.9), np.float64(81954.5), np.float64(82180.99999999997), np.float64(82353.09999999998), np.float64(82471.19999999998), np.float64(82530.49999999997), np.float64(82539.09999999999), np.float64(82552.49999999999), np.float64(82527.59999999998), np.float64(82572.89999999998), np.float64(82572.89999999998), np.float64(82584.69999999998), np.float64(82589.79999999999), np.float64(82588.19999999998), np.float64(82594.9), np.float64(82594.9), np.float64(82594.9), np.float64(82594.9)]"
4,4.399999999999999,1,"[np.float64(49456.799999999996), np.float64(59209.19999999999), np.float64(69160.4), np.float64(74780.6), np.float64(78771.59999999999), np.float64(81035.59999999999), np.float64(82134.79999999999), np.float64(82749.59999999999), np.float64(83024.8), np.float64(83328.79999999999), np.float64(83392.0), np.float64(83500.0), np.float64(83526.0), np.float64(83560.4), np.float64(83577.6), np.float64(83594.8), np.float64(83594.8), np.float64(83594.8)]"
4,4.499999999999998,1,"[np.float64(50269.5), np.float64(61260.09999999999), np.float64(70751.29999999999), np.float64(77118.0), np.float64(80454.29999999999), np.float64(82454.9), np.float64(83677.99999999999), np.float64(84016.09999999999), np.float64(84318.09999999998), np.float64(84454.89999999998), np.float64(84538.99999999999), np.float64(84578.79999999999), np.float64(84589.4), np.float64(84594.69999999998), np.float64(84587.79999999999), np.float64(84594.69999999998)]"
4,4.599999999999998,1,"[np.float64(50237.39999999999), np.float64(61080.39999999998), np.float64(71526.99999999997), np.float64(78282.19999999997), np.float64(81998.59999999996), np.float64(83780.19999999995), np.float64(84714.39999999997), np.float64(85235.79999999996), np.float64(85411.19999999995), np.float64(85532.19999999995), np.float64(85560.59999999998), np.float64(85578.39999999997), np.float64(85589.19999999997), np.float64(85594.59999999998), np.float64(85594.59999999998), np.float64(85587.59999999998), np.float64(85594.59999999998)]"
4,4.6999999999999975,1,"[np.float64(51367.69999999998), np.float64(63344.29999999998), np.float64(74047.19999999997), np.float64(80648.09999999998), np.float64(83759.79999999999), np.float64(85370.49999999999), np.float64(86095.4), np.float64(86373.09999999998), np.float64(86516.79999999999), np.float64(86577.99999999999), np.float64(86583.49999999999), np.float64(86594.49999999999)]"
4,4.799999999999997,1,"[np.float64(52364.79999999999), np.float64(64588.39999999999), np.float64(75268.19999999998), np.float64(81832.99999999997), np.float64(85156.59999999998), np.float64(86618.19999999998), np.float64(87356.39999999997), np.float64(87500.39999999997), np.float64(87575.99999999997), np.float64(87594.39999999997)]"
4,4.899999999999997,1,"[np.float64(52474.399999999994), np.float64(65965.69999999998), np.float64(76773.09999999998), np.float64(83071.99999999996), np.float64(86400.59999999996), np.float64(87769.79999999996), np.float64(88373.09999999996), np.float64(88551.19999999995), np.float64(88586.99999999994)]"
4,4.9999999999999964,1,"[np.float64(52736.79999999999), np.float64(66727.79999999999), np.float64(77741.4), np.float64(84228.59999999998), np.float64(87639.4), np.float64(88966.99999999999), np.float64(89419.59999999999), np.float64(89563.59999999999), np.float64(89573.79999999999), np.float64(89581.19999999998), np.float64(89594.19999999998)]"
