Seed,Theta,A,Social_Welfare
4,4.0,1,"[np.float64(27599.6), np.float64(30094.40000000001), np.float64(33366.399999999994), np.float64(35741.399999999994), np.float64(37203.0), np.float64(38277.2), np.float64(38796.399999999994), np.float64(38904.8), np.float64(39146.2), np.float64(39233.600000000006), np.float64(39278.399999999994), np.float64(39369.399999999994), np.float64(39478.8), np.float64(39499.399999999994), np.float64(39495.2), np.float64(39524.8), np.float64(39563.2), np.float64(39576.0), np.float64(39580.0), np.float64(39582.399999999994), np.float64(39580.8), np.float64(39585.600000000006), np.float64(39595.2)]"
4,4.1,1,"[np.float64(27718.600000000002), np.float64(30453.2), np.float64(33961.200000000004), np.float64(36171.19999999999), np.float64(37528.00000000001), np.float64(38241.8), np.float64(38798.0), np.float64(39178.0), np.float64(39316.40000000001), np.float64(39340.0), np.float64(39447.600000000006), np.float64(39465.799999999996), np.float64(39509.59999999999), np.float64(39530.4), np.float64(39549.59999999999), np.float64(39546.40000000001), np.float64(39573.6), np.float64(39580.799999999996), np.float64(39588.8), np.float64(39584.799999999996), np.float64(39595.19999999999)]"
4,4.199999999999999,1,"[np.float64(27887.2), np.float64(30990.0), np.float64(34389.40000000001), np.float64(36662.80000000001), np.float64(37972.6), np.float64(38557.400000000016), np.float64(39029.00000000002), np.float64(39202.20000000002), np.float64(39352.80000000002), np.float64(39409.800000000025), np.float64(39476.00000000001), np.float64(39542.400000000016), np.float64(39559.20000000002), np.float64(39567.20000000002), np.float64(39568.800000000025), np.float64(39571.200000000026), np.float64(39580.800000000025), np.float64(39590.40000000002), np.float64(39596.800000000025), np.float64(39592.800000000025), np.float64(39598.40000000002), np.float64(39593.60000000003), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
4,4.299999999999999,1,"[np.float64(27668.999999999996), np.float64(31128.799999999996), np.float64(34701.59999999999), np.float64(36899.999999999985), np.float64(38251.6), np.float64(38929.0), np.float64(39276.200000000004), np.float64(39356.8), np.float64(39449.00000000001), np.float64(39499.19999999998), np.float64(39546.599999999984), np.float64(39574.399999999994), np.float64(39586.39999999998), np.float64(39586.4), np.float64(39591.2), np.float64(39579.19999999999), np.float64(39594.39999999999), np.float64(39594.39999999999), np.float64(39597.59999999999), np.float64(39598.4), np.float64(39596.799999999996), np.float64(39599.200000000004), np.float64(39599.200000000004), np.float64(39599.200000000004), np.float64(39599.200000000004)]"
4,4.399999999999999,1,"[np.float64(27619.600000000002), np.float64(31344.0), np.float64(35161.600000000006), np.float64(37037.400000000016), np.float64(38340.00000000001), np.float64(38993.600000000006), np.float64(39265.600000000006), np.float64(39414.00000000001), np.float64(39460.400000000016), np.float64(39548.8), np.float64(39550.400000000016), np.float64(39579.20000000001), np.float64(39583.20000000001), np.float64(39591.20000000001), np.float64(39595.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
4,4.499999999999998,1,"[np.float64(27711.000000000007), np.float64(31933.600000000002), np.float64(35448.8), np.float64(37572.000000000015), np.float64(38563.8), np.float64(39079.40000000001), np.float64(39407.0), np.float64(39479.600000000006), np.float64(39538.59999999999), np.float64(39567.399999999994), np.float64(39584.0), np.float64(39596.8), np.float64(39598.40000000001), np.float64(39599.2), np.float64(39596.8), np.float64(39599.2)]"
4,4.599999999999998,1,"[np.float64(27522.6), np.float64(31552.999999999993), np.float64(35366.39999999999), np.float64(37636.599999999984), np.float64(38735.599999999984), np.float64(39178.59999999998), np.float64(39404.39999999999), np.float64(39530.19999999998), np.float64(39558.39999999997), np.float64(39587.39999999997), np.float64(39592.799999999996), np.float64(39596.79999999999), np.float64(39598.39999999999), np.float64(39599.2), np.float64(39599.2), np.float64(39596.799999999996), np.float64(39599.2)]"
4,4.6999999999999975,1,"[np.float64(27768.999999999996), np.float64(32253.8), np.float64(36014.79999999999), np.float64(38099.0), np.float64(38912.40000000001), np.float64(39305.80000000001), np.float64(39490.20000000002), np.float64(39547.0), np.float64(39582.60000000001), np.float64(39596.80000000001), np.float64(39597.60000000001), np.float64(39599.20000000001)]"
4,4.799999999999997,1,"[np.float64(28024.000000000004), np.float64(32433.200000000004), np.float64(36148.200000000004), np.float64(38162.6), np.float64(39043.00000000001), np.float64(39391.00000000001), np.float64(39557.99999999999), np.float64(39581.99999999999), np.float64(39595.2), np.float64(39599.2)]"
4,4.899999999999997,1,"[np.float64(27817.60000000001), np.float64(32699.600000000006), np.float64(36362.8), np.float64(38236.999999999985), np.float64(39095.99999999999), np.float64(39426.399999999994), np.float64(39554.399999999994), np.float64(39590.39999999999), np.float64(39596.799999999974)]"
4,4.9999999999999964,1,"[np.float64(27721.800000000007), np.float64(32742.80000000001), np.float64(36361.40000000002), np.float64(38273.600000000006), np.float64(39174.40000000003), np.float64(39472.00000000002), np.float64(39569.60000000003), np.float64(39593.60000000003), np.float64(39593.800000000025), np.float64(39596.20000000002), np.float64(39599.20000000002)]"
