Seed,Theta,A,Social_Welfare
2,4.0,1,"[np.float64(28308.6), np.float64(30648.6), np.float64(33992.0), np.float64(36143.600000000006), np.float64(37416.2), np.float64(38041.0), np.float64(38692.0), np.float64(38912.399999999994), np.float64(39194.0), np.float64(39290.79999999999), np.float64(39371.79999999999), np.float64(39437.2), np.float64(39466.600000000006), np.float64(39504.79999999999), np.float64(39533.600000000006), np.float64(39559.399999999994), np.float64(39569.600000000006), np.float64(39588.8), np.float64(39588.0), np.float64(39591.20000000001), np.float64(39594.399999999994), np.float64(39589.600000000006), np.float64(39596.79999999999), np.float64(39594.399999999994), np.float64(39591.20000000001), np.float64(39598.399999999994), np.float64(39596.0), np.float64(39599.2), np.float64(39596.8), np.float64(39596.8)]"
2,4.1,1,"[np.float64(27212.199999999997), np.float64(30367.60000000001), np.float64(33720.0), np.float64(36028.00000000001), np.float64(37470.20000000001), np.float64(38303.799999999996), np.float64(38807.6), np.float64(39081.200000000004), np.float64(39238.80000000001), np.float64(39328.2), np.float64(39438.0), np.float64(39503.20000000001), np.float64(39520.20000000001), np.float64(39548.8), np.float64(39568.00000000001), np.float64(39576.799999999996), np.float64(39573.80000000001), np.float64(39587.2), np.float64(39588.999999999985), np.float64(39592.2), np.float64(39594.59999999999), np.float64(39596.799999999996)]"
2,4.199999999999999,1,"[np.float64(27563.000000000004), np.float64(30731.80000000001), np.float64(34008.40000000001), np.float64(36388.400000000016), np.float64(37716.800000000025), np.float64(38581.60000000001), np.float64(38942.60000000003), np.float64(39205.60000000003), np.float64(39315.20000000003), np.float64(39398.00000000002), np.float64(39471.20000000002), np.float64(39515.20000000003), np.float64(39545.00000000002), np.float64(39576.200000000026), np.float64(39580.80000000004), np.float64(39589.60000000003), np.float64(39585.60000000001), np.float64(39585.60000000003), np.float64(39596.00000000002), np.float64(39596.00000000003), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39598.40000000002), np.float64(39598.40000000002), np.float64(39596.00000000003), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
2,4.299999999999999,1,"[np.float64(27874.799999999996), np.float64(31055.399999999994), np.float64(34503.79999999999), np.float64(37026.8), np.float64(38177.4), np.float64(38776.99999999999), np.float64(39067.6), np.float64(39332.19999999999), np.float64(39429.2), np.float64(39489.79999999998), np.float64(39512.599999999984), np.float64(39545.99999999999), np.float64(39580.399999999994), np.float64(39583.19999999999), np.float64(39587.2), np.float64(39583.999999999985), np.float64(39597.59999999999), np.float64(39588.799999999996), np.float64(39593.600000000006), np.float64(39595.999999999985), np.float64(39596.799999999996), np.float64(39599.200000000004), np.float64(39596.799999999996)]"
2,4.399999999999999,1,"[np.float64(27590.800000000003), np.float64(31203.8), np.float64(35011.00000000001), np.float64(37196.0), np.float64(38306.400000000016), np.float64(38952.60000000001), np.float64(39190.40000000001), np.float64(39374.80000000002), np.float64(39496.80000000002), np.float64(39517.80000000001), np.float64(39558.40000000002), np.float64(39569.80000000002), np.float64(39584.80000000002), np.float64(39586.400000000016), np.float64(39594.40000000002), np.float64(39593.60000000003), np.float64(39598.40000000002)]"
2,4.499999999999998,1,"[np.float64(27696.6), np.float64(31453.00000000001), np.float64(35132.8), np.float64(37621.600000000006), np.float64(38616.8), np.float64(39139.0), np.float64(39383.000000000015), np.float64(39525.8), np.float64(39547.2), np.float64(39580.8), np.float64(39588.8), np.float64(39586.40000000001), np.float64(39599.2)]"
2,4.599999999999998,1,"[np.float64(27818.399999999998), np.float64(32017.99999999999), np.float64(35460.99999999999), np.float64(37460.99999999998), np.float64(38664.99999999998), np.float64(39148.99999999997), np.float64(39402.39999999998), np.float64(39516.199999999975), np.float64(39559.99999999998), np.float64(39581.799999999996), np.float64(39596.79999999999), np.float64(39598.39999999999)]"
2,4.6999999999999975,1,"[np.float64(28010.199999999993), np.float64(32193.2), np.float64(35928.6), np.float64(37908.8), np.float64(38817.80000000001), np.float64(39329.40000000001), np.float64(39501.20000000002), np.float64(39563.80000000002), np.float64(39586.00000000001), np.float64(39595.60000000001), np.float64(39599.40000000001)]"
2,4.799999999999997,1,"[np.float64(27730.600000000002), np.float64(32317.800000000003), np.float64(36053.00000000001), np.float64(38139.8), np.float64(39039.399999999994), np.float64(39375.200000000004), np.float64(39548.00000000001), np.float64(39589.8), np.float64(39598.39999999999), np.float64(39597.599999999984), np.float64(39596.799999999996), np.float64(39599.2)]"
2,4.899999999999997,1,"[np.float64(27676.600000000006), np.float64(32587.4), np.float64(36257.200000000004), np.float64(38223.2), np.float64(39135.59999999999), np.float64(39446.6), np.float64(39555.99999999997), np.float64(39590.599999999984), np.float64(39598.39999999998)]"
2,4.9999999999999964,1,"[np.float64(27950.2), np.float64(32993.200000000004), np.float64(36543.40000000001), np.float64(38394.20000000002), np.float64(39201.60000000001), np.float64(39458.40000000003), np.float64(39563.60000000001), np.float64(39588.20000000002), np.float64(39598.40000000003)]"
