Seed,Theta,A,Social_Welfare
0,4.0,1,"[np.float64(28047.4), np.float64(30136.600000000006), np.float64(33498.0), np.float64(35660.59999999999), np.float64(37134.399999999994), np.float64(38057.0), np.float64(38620.0), np.float64(38923.79999999999), np.float64(39107.20000000001), np.float64(39209.399999999994), np.float64(39309.600000000006), np.float64(39433.0), np.float64(39472.8), np.float64(39486.59999999999), np.float64(39548.2), np.float64(39563.2), np.float64(39560.0), np.float64(39565.600000000006), np.float64(39577.600000000006), np.float64(39587.2), np.float64(39580.0), np.float64(39589.600000000006), np.float64(39596.0), np.float64(39599.2), np.float64(39599.2), np.float64(39599.2), np.float64(39599.2)]"
0,4.1,1,"[np.float64(28045.800000000003), np.float64(30713.40000000001), np.float64(33995.80000000001), np.float64(36189.6), np.float64(37597.60000000001), np.float64(38302.40000000001), np.float64(38789.8), np.float64(39063.8), np.float64(39271.8), np.float64(39355.600000000006), np.float64(39407.2), np.float64(39505.0), np.float64(39524.40000000001), np.float64(39516.0), np.float64(39556.80000000001), np.float64(39577.0), np.float64(39580.8), np.float64(39580.799999999996), np.float64(39583.20000000001), np.float64(39594.399999999994), np.float64(39597.59999999999), np.float64(39596.0), np.float64(39598.4), np.float64(39598.4), np.float64(39599.2), np.float64(39599.2), np.float64(39599.2)]"
0,4.199999999999999,1,"[np.float64(27350.600000000002), np.float64(30713.400000000005), np.float64(34266.40000000001), np.float64(36525.000000000015), np.float64(37869.80000000002), np.float64(38483.800000000025), np.float64(39005.800000000025), np.float64(39176.00000000002), np.float64(39343.40000000002), np.float64(39424.200000000026), np.float64(39485.60000000003), np.float64(39548.60000000002), np.float64(39554.60000000002), np.float64(39577.800000000025), np.float64(39587.40000000003), np.float64(39577.000000000015), np.float64(39595.20000000003), np.float64(39598.40000000002), np.float64(39598.40000000002), np.float64(39593.60000000003), np.float64(39597.60000000002), np.float64(39598.40000000002), np.float64(39596.80000000003), np.float64(39596.80000000003), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39598.40000000002), np.float64(39596.80000000003)]"
0,4.299999999999999,1,"[np.float64(27960.799999999992), np.float64(31223.39999999999), np.float64(34699.399999999994), np.float64(36865.8), np.float64(38112.99999999999), np.float64(38733.399999999994), np.float64(39130.99999999999), np.float64(39343.6), np.float64(39449.399999999994), np.float64(39505.8), np.float64(39548.0), np.float64(39553.6), np.float64(39581.599999999984), np.float64(39587.19999999999), np.float64(39591.19999999999), np.float64(39595.2), np.float64(39595.2), np.float64(39598.4), np.float64(39599.200000000004), np.float64(39599.200000000004)]"
0,4.399999999999999,1,"[np.float64(27626.6), np.float64(31158.800000000003), np.float64(34738.0), np.float64(37054.8), np.float64(38270.00000000001), np.float64(38868.80000000001), np.float64(39235.200000000004), np.float64(39400.600000000006), np.float64(39512.20000000002), np.float64(39541.80000000002), np.float64(39571.4), np.float64(39587.20000000001), np.float64(39592.20000000001), np.float64(39595.400000000016)]"
0,4.499999999999998,1,"[np.float64(27528.000000000007), np.float64(31592.200000000008), np.float64(35257.600000000006), np.float64(37537.2), np.float64(38709.2), np.float64(39151.0), np.float64(39406.8), np.float64(39518.0), np.float64(39550.8), np.float64(39586.59999999999), np.float64(39589.8), np.float64(39598.40000000001)]"
0,4.599999999999998,1,"[np.float64(27863.8), np.float64(32240.599999999995), np.float64(35684.59999999999), np.float64(37665.799999999996), np.float64(38744.999999999985), np.float64(39211.59999999998), np.float64(39455.599999999984), np.float64(39546.99999999997), np.float64(39570.39999999999), np.float64(39594.39999999999), np.float64(39596.19999999999)]"
0,4.6999999999999975,1,"[np.float64(27842.999999999996), np.float64(31847.599999999995), np.float64(35478.59999999999), np.float64(37744.99999999999), np.float64(38777.799999999996), np.float64(39280.0), np.float64(39472.4), np.float64(39561.00000000002), np.float64(39590.600000000006), np.float64(39597.60000000001)]"
0,4.799999999999997,1,"[np.float64(27752.799999999996), np.float64(32154.200000000004), np.float64(36029.4), np.float64(38065.2), np.float64(39009.0), np.float64(39410.19999999999), np.float64(39545.799999999996), np.float64(39582.59999999999), np.float64(39599.2), np.float64(39599.2)]"
0,4.899999999999997,1,"[np.float64(27564.200000000008), np.float64(32357.800000000007), np.float64(36159.8), np.float64(38217.2), np.float64(39068.599999999984), np.float64(39436.79999999999), np.float64(39543.19999999999), np.float64(39578.39999999998), np.float64(39594.39999999998), np.float64(39598.39999999998)]"
0,4.9999999999999964,1,"[np.float64(27436.800000000007), np.float64(32730.000000000007), np.float64(36509.600000000006), np.float64(38304.000000000015), np.float64(39150.800000000025), np.float64(39460.40000000003), np.float64(39559.00000000002), np.float64(39592.800000000025), np.float64(39599.20000000002)]"
