Seed,Theta,A,Social_Welfare
7,4.0,1,"[np.float64(27967.4), np.float64(30178.6), np.float64(33580.8), np.float64(36019.0), np.float64(37402.399999999994), np.float64(38182.79999999999), np.float64(38601.2), np.float64(38912.600000000006), np.float64(39132.79999999999), np.float64(39242.0), np.float64(39309.0), np.float64(39364.2), np.float64(39429.0), np.float64(39477.600000000006), np.float64(39492.79999999999), np.float64(39532.0), np.float64(39566.399999999994), np.float64(39567.2), np.float64(39551.399999999994), np.float64(39579.20000000001), np.float64(39584.0), np.float64(39598.399999999994), np.float64(39596.0), np.float64(39594.399999999994), np.float64(39598.399999999994), np.float64(39596.0), np.float64(39596.0), np.float64(39596.0), np.float64(39599.2), np.float64(39594.399999999994)]"
7,4.1,1,"[np.float64(27693.0), np.float64(30020.4), np.float64(33623.600000000006), np.float64(36167.40000000001), np.float64(37487.4), np.float64(38258.600000000006), np.float64(38804.20000000001), np.float64(39066.2), np.float64(39276.20000000001), np.float64(39345.200000000004), np.float64(39452.4), np.float64(39493.59999999999), np.float64(39532.799999999996), np.float64(39540.0), np.float64(39573.600000000006), np.float64(39576.0), np.float64(39584.79999999999), np.float64(39594.399999999994), np.float64(39597.59999999999), np.float64(39597.59999999999), np.float64(39596.80000000001)]"
7,4.199999999999999,1,"[np.float64(27929.200000000008), np.float64(30974.000000000004), np.float64(34340.600000000006), np.float64(36635.20000000001), np.float64(37819.400000000016), np.float64(38525.60000000001), np.float64(38917.80000000002), np.float64(39211.80000000001), np.float64(39291.20000000002), np.float64(39435.00000000002), np.float64(39481.00000000002), np.float64(39526.00000000002), np.float64(39573.00000000002), np.float64(39580.80000000002), np.float64(39583.200000000026), np.float64(39592.00000000003), np.float64(39592.00000000003), np.float64(39593.60000000003), np.float64(39597.60000000002), np.float64(39595.20000000003), np.float64(39597.60000000002), np.float64(39596.80000000003)]"
7,4.299999999999999,1,"[np.float64(27680.199999999993), np.float64(30881.799999999992), np.float64(34685.0), np.float64(37205.19999999999), np.float64(38183.19999999999), np.float64(38837.799999999996), np.float64(39104.4), np.float64(39297.200000000004), np.float64(39452.19999999999), np.float64(39525.59999999999), np.float64(39553.80000000001), np.float64(39572.200000000004), np.float64(39587.99999999999), np.float64(39591.19999999999), np.float64(39591.19999999999), np.float64(39592.799999999996), np.float64(39597.59999999999), np.float64(39599.200000000004)]"
7,4.399999999999999,1,"[np.float64(27477.8), np.float64(31180.000000000007), np.float64(34826.8), np.float64(37065.600000000006), np.float64(38293.80000000001), np.float64(38913.6), np.float64(39222.00000000001), np.float64(39410.80000000001), np.float64(39505.00000000002), np.float64(39545.600000000006), np.float64(39573.60000000001), np.float64(39594.40000000002), np.float64(39596.800000000025), np.float64(39597.600000000006)]"
7,4.499999999999998,1,"[np.float64(27622.000000000007), np.float64(31449.600000000002), np.float64(35194.000000000015), np.float64(37481.59999999999), np.float64(38504.000000000015), np.float64(39055.600000000006), np.float64(39396.999999999985), np.float64(39497.0), np.float64(39529.2), np.float64(39571.2), np.float64(39588.0), np.float64(39591.2), np.float64(39598.40000000001)]"
7,4.599999999999998,1,"[np.float64(27942.19999999999), np.float64(31285.2), np.float64(35056.99999999999), np.float64(37488.999999999985), np.float64(38743.19999999998), np.float64(39173.99999999997), np.float64(39426.999999999985), np.float64(39544.99999999998), np.float64(39560.19999999998), np.float64(39579.999999999985), np.float64(39589.79999999999), np.float64(39593.59999999998), np.float64(39599.19999999998), np.float64(39599.19999999998), np.float64(39599.19999999998)]"
7,4.6999999999999975,1,"[np.float64(27953.8), np.float64(32283.199999999993), np.float64(35930.2), np.float64(37964.00000000001), np.float64(38905.40000000001), np.float64(39345.000000000015), np.float64(39486.60000000001), np.float64(39547.4), np.float64(39583.400000000016), np.float64(39597.60000000001)]"
7,4.799999999999997,1,"[np.float64(27810.400000000005), np.float64(32176.6), np.float64(35915.8), np.float64(38016.40000000001), np.float64(38926.6), np.float64(39326.99999999999), np.float64(39512.8), np.float64(39566.4), np.float64(39596.79999999999), np.float64(39599.2)]"
7,4.899999999999997,1,"[np.float64(27557.40000000001), np.float64(32415.000000000004), np.float64(36191.799999999996), np.float64(38160.99999999999), np.float64(39146.599999999984), np.float64(39428.200000000004), np.float64(39532.79999999998), np.float64(39583.999999999985), np.float64(39599.199999999975)]"
7,4.9999999999999964,1,"[np.float64(27760.600000000002), np.float64(32691.999999999993), np.float64(36528.0), np.float64(38378.800000000025), np.float64(39154.400000000016), np.float64(39481.60000000001), np.float64(39565.20000000002), np.float64(39587.60000000001)]"
