Seed,Theta,A,Payoff
8,4.0,1,"[np.float64(47899.2), np.float64(53863.8), np.float64(61996.200000000004), np.float64(67796.6), np.float64(71758.79999999999), np.float64(74507.4), np.float64(75812.4), np.float64(76846.6), np.float64(77654.0), np.float64(78215.0), np.float64(78523.6), np.float64(78905.8), np.float64(78971.6), np.float64(79206.6), np.float64(79342.4), np.float64(79380.79999999999), np.float64(79468.79999999999), np.float64(79486.4), np.float64(79521.6), np.float64(79526.4), np.float64(79524.79999999999), np.float64(79539.20000000001), np.float64(79584.0), np.float64(79579.2), np.float64(79590.4), np.float64(79577.6), np.float64(79590.4), np.float64(79576.0), np.float64(79582.4), np.float64(79595.2), np.float64(79595.2), np.float64(79595.2), np.float64(79590.4), np.float64(79568.0), np.float64(79588.8)]"
8,4.1,1,"[np.float64(48587.3), np.float64(55962.700000000004), np.float64(64064.40000000001), np.float64(70030.90000000001), np.float64(74091.5), np.float64(76295.59999999999), np.float64(77663.0), np.float64(78694.6), np.float64(79255.6), np.float64(79661.3), np.float64(79748.1), np.float64(80134.2), np.float64(80303.2), np.float64(80313.2), np.float64(80409.3), np.float64(80461.4), np.float64(80512.0), np.float64(80564.09999999999), np.float64(80565.79999999999)]"
8,4.199999999999999,1,"[np.float64(48730.399999999994), np.float64(56392.600000000006), np.float64(65191.2), np.float64(71523.0), np.float64(75352.80000000002), np.float64(77592.0), np.float64(79019.20000000001), np.float64(80032.40000000002), np.float64(80417.20000000001), np.float64(80625.40000000002), np.float64(81026.00000000001), np.float64(81180.20000000001), np.float64(81327.80000000002), np.float64(81359.40000000001), np.float64(81477.20000000001), np.float64(81515.40000000002), np.float64(81575.00000000001), np.float64(81568.40000000002), np.float64(81566.80000000002), np.float64(81576.80000000002)]"
8,4.299999999999999,1,"[np.float64(49609.79999999999), np.float64(58016.29999999999), np.float64(67203.79999999999), np.float64(73296.29999999999), np.float64(77227.29999999999), np.float64(79303.99999999997), np.float64(80733.39999999998), np.float64(81498.29999999997), np.float64(81852.4), np.float64(82217.99999999999), np.float64(82326.09999999998), np.float64(82434.19999999998), np.float64(82501.79999999997), np.float64(82544.19999999998), np.float64(82574.49999999999), np.float64(82589.79999999999)]"
8,4.399999999999999,1,"[np.float64(50824.399999999994), np.float64(59898.59999999999), np.float64(69250.79999999999), np.float64(75195.59999999999), np.float64(78885.79999999999), np.float64(80931.2), np.float64(82128.8), np.float64(82768.2), np.float64(83190.6), np.float64(83341.6), np.float64(83468.79999999999), np.float64(83519.2), np.float64(83563.8), np.float64(83579.20000000001), np.float64(83594.8)]"
8,4.499999999999998,1,"[np.float64(50381.99999999999), np.float64(60586.7), np.float64(70958.0), np.float64(76942.29999999999), np.float64(80493.59999999999), np.float64(82383.59999999998), np.float64(83612.99999999997), np.float64(84145.99999999999), np.float64(84391.29999999999), np.float64(84477.49999999999), np.float64(84549.09999999998), np.float64(84552.79999999999), np.float64(84584.09999999999), np.float64(84589.4)]"
8,4.599999999999998,1,"[np.float64(50993.39999999999), np.float64(62000.79999999999), np.float64(72259.79999999997), np.float64(78514.79999999996), np.float64(82117.79999999996), np.float64(83795.39999999997), np.float64(84792.99999999997), np.float64(85286.19999999995), np.float64(85501.39999999997), np.float64(85542.79999999996), np.float64(85583.79999999996), np.float64(85589.19999999995), np.float64(85582.39999999997), np.float64(85575.39999999997), np.float64(85594.59999999998), np.float64(85587.79999999996)]"
8,4.6999999999999975,1,"[np.float64(51775.599999999984), np.float64(63614.79999999998), np.float64(73795.69999999998), np.float64(80333.29999999999), np.float64(83914.09999999998), np.float64(85604.99999999997), np.float64(86136.69999999998), np.float64(86481.29999999999), np.float64(86540.2), np.float64(86588.99999999999)]"
8,4.799999999999997,1,"[np.float64(51811.79999999999), np.float64(63955.19999999998), np.float64(75494.59999999998), np.float64(81565.39999999997), np.float64(84978.59999999998), np.float64(86728.79999999996), np.float64(87302.79999999997), np.float64(87488.19999999997), np.float64(87594.39999999997), np.float64(87594.39999999997)]"
8,4.899999999999997,1,"[np.float64(51720.099999999984), np.float64(65631.59999999998), np.float64(75897.39999999998), np.float64(82401.49999999997), np.float64(85999.19999999997), np.float64(87671.89999999997), np.float64(88289.09999999996), np.float64(88530.19999999995), np.float64(88562.59999999995), np.float64(88575.59999999995), np.float64(88588.59999999995)]"
8,4.9999999999999964,1,"[np.float64(53236.999999999985), np.float64(66986.99999999999), np.float64(78191.59999999998), np.float64(84348.19999999998), np.float64(87620.99999999997), np.float64(88941.99999999999), np.float64(89441.19999999998), np.float64(89576.79999999999), np.float64(89594.19999999998)]"
