Seed,Theta,A,Social_Welfare
9,4.0,1,"[np.float64(27806.800000000003), np.float64(30024.0), np.float64(33578.6), np.float64(35962.8), np.float64(37234.600000000006), np.float64(38053.399999999994), np.float64(38657.79999999999), np.float64(38975.80000000002), np.float64(39028.0), np.float64(39230.600000000006), np.float64(39253.600000000006), np.float64(39408.0), np.float64(39405.2), np.float64(39504.2), np.float64(39528.2), np.float64(39550.600000000006), np.float64(39533.0), np.float64(39565.20000000001), np.float64(39563.600000000006), np.float64(39573.20000000001), np.float64(39583.399999999994), np.float64(39580.0), np.float64(39582.40000000001), np.float64(39590.399999999994), np.float64(39592.8), np.float64(39598.399999999994), np.float64(39592.0), np.float64(39599.2)]"
9,4.1,1,"[np.float64(27771.600000000006), np.float64(30676.000000000004), np.float64(33888.600000000006), np.float64(36237.4), np.float64(37542.200000000004), np.float64(38382.399999999994), np.float64(38804.4), np.float64(39082.8), np.float64(39260.799999999996), np.float64(39405.99999999999), np.float64(39411.4), np.float64(39477.6), np.float64(39519.20000000001), np.float64(39543.99999999999), np.float64(39554.200000000004), np.float64(39574.600000000006), np.float64(39584.6), np.float64(39581.79999999999), np.float64(39598.4), np.float64(39596.0), np.float64(39593.6), np.float64(39598.4), np.float64(39596.0), np.float64(39598.4), np.float64(39596.0), np.float64(39599.20000000001)]"
9,4.199999999999999,1,"[np.float64(27751.000000000007), np.float64(30992.400000000005), np.float64(34612.6), np.float64(36406.60000000002), np.float64(37843.60000000003), np.float64(38667.60000000001), np.float64(39045.80000000002), np.float64(39271.200000000026), np.float64(39422.60000000003), np.float64(39459.20000000002), np.float64(39511.400000000016), np.float64(39525.600000000006), np.float64(39559.400000000016), np.float64(39580.00000000003), np.float64(39589.60000000003), np.float64(39593.60000000002), np.float64(39588.80000000002), np.float64(39594.40000000003), np.float64(39598.40000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39596.80000000003), np.float64(39596.80000000003)]"
9,4.299999999999999,1,"[np.float64(27933.19999999999), np.float64(30946.199999999993), np.float64(34506.59999999999), np.float64(36908.19999999999), np.float64(38145.99999999999), np.float64(38727.999999999985), np.float64(39143.799999999996), np.float64(39271.799999999996), np.float64(39432.79999999998), np.float64(39519.19999999999), np.float64(39547.999999999985), np.float64(39555.999999999985), np.float64(39568.79999999998), np.float64(39592.799999999996), np.float64(39591.99999999999), np.float64(39595.2), np.float64(39599.200000000004), np.float64(39599.200000000004), np.float64(39596.799999999996)]"
9,4.399999999999999,1,"[np.float64(27821.2), np.float64(31685.199999999997), np.float64(35115.40000000001), np.float64(37275.600000000006), np.float64(38335.200000000004), np.float64(38946.80000000002), np.float64(39330.600000000006), np.float64(39405.20000000001), np.float64(39523.20000000001), np.float64(39554.40000000002), np.float64(39563.20000000001), np.float64(39581.60000000002), np.float64(39585.60000000002), np.float64(39595.20000000002), np.float64(39598.40000000002), np.float64(39599.20000000002), np.float64(39599.20000000002), np.float64(39599.20000000002)]"
9,4.499999999999998,1,"[np.float64(27580.800000000003), np.float64(31261.00000000001), np.float64(35013.40000000001), np.float64(37209.8), np.float64(38506.600000000006), np.float64(39062.399999999994), np.float64(39356.999999999985), np.float64(39490.59999999999), np.float64(39528.0), np.float64(39576.0), np.float64(39581.8), np.float64(39591.40000000001), np.float64(39599.2)]"
9,4.599999999999998,1,"[np.float64(27855.4), np.float64(31961.999999999996), np.float64(35488.2), np.float64(37696.399999999994), np.float64(38699.19999999998), np.float64(39211.39999999998), np.float64(39441.19999999998), np.float64(39526.59999999998), np.float64(39557.999999999985), np.float64(39588.39999999999), np.float64(39599.19999999998), np.float64(39596.79999999998)]"
9,4.6999999999999975,1,"[np.float64(27868.999999999993), np.float64(32230.6), np.float64(36085.79999999999), np.float64(37915.8), np.float64(38870.0), np.float64(39317.00000000001), np.float64(39533.0), np.float64(39571.20000000001), np.float64(39590.400000000016), np.float64(39596.00000000002), np.float64(39599.20000000001)]"
9,4.799999999999997,1,"[np.float64(27887.600000000006), np.float64(32546.799999999996), np.float64(35983.6), np.float64(37942.4), np.float64(38902.799999999996), np.float64(39370.20000000001), np.float64(39527.2), np.float64(39580.8), np.float64(39588.799999999996), np.float64(39595.99999999999), np.float64(39596.799999999996)]"
9,4.899999999999997,1,"[np.float64(27550.000000000007), np.float64(32491.0), np.float64(36089.200000000004), np.float64(38104.999999999985), np.float64(39026.799999999996), np.float64(39454.19999999998), np.float64(39547.59999999998), np.float64(39591.99999999998), np.float64(39599.199999999975)]"
9,4.9999999999999964,1,"[np.float64(27700.000000000004), np.float64(32647.80000000001), np.float64(36502.000000000015), np.float64(38375.400000000016), np.float64(39210.40000000003), np.float64(39494.60000000001), np.float64(39565.60000000001), np.float64(39584.20000000002), np.float64(39591.40000000003)]"
