Seed,Theta,A,Cooperator_Frequency
3,4.0,1,"[np.int64(5063), np.int64(5979), np.int64(7212), np.int64(8074), np.int64(8671), np.int64(9099), np.int64(9324), np.int64(9506), np.int64(9625), np.int64(9718), np.int64(9809), np.int64(9857), np.int64(9901), np.int64(9930), np.int64(9939), np.int64(9960), np.int64(9959), np.int64(9975), np.int64(9990), np.int64(9990), np.int64(9995), np.int64(9995), np.int64(9999)]"
3,4.1,1,"[np.int64(4967), np.int64(6061), np.int64(7229), np.int64(8216), np.int64(8841), np.int64(9202), np.int64(9448), np.int64(9646), np.int64(9753), np.int64(9853), np.int64(9894), np.int64(9929), np.int64(9947), np.int64(9958), np.int64(9964), np.int64(9987), np.int64(9993), np.int64(9992), np.int64(9996), np.int64(9996)]"
3,4.199999999999999,1,"[np.int64(4977), np.int64(6193), np.int64(7506), np.int64(8386), np.int64(9018), np.int64(9377), np.int64(9577), np.int64(9751), np.int64(9839), np.int64(9909), np.int64(9924), np.int64(9952), np.int64(9960), np.int64(9965), np.int64(9984), np.int64(9991), np.int64(9994), np.int64(9996), np.int64(9995), np.int64(9999), np.int64(9999), np.int64(9999), np.int64(9999)]"
3,4.299999999999999,1,"[np.int64(4980), np.int64(6243), np.int64(7484), np.int64(8375), np.int64(9021), np.int64(9438), np.int64(9615), np.int64(9777), np.int64(9842), np.int64(9920), np.int64(9948), np.int64(9968), np.int64(9984), np.int64(9994), np.int64(9997), np.int64(9996), np.int64(9997), np.int64(9999), np.int64(9998), np.int64(9997), np.int64(9998)]"
3,4.399999999999999,1,"[np.int64(5048), np.int64(6435), np.int64(7745), np.int64(8646), np.int64(9242), np.int64(9584), np.int64(9758), np.int64(9857), np.int64(9934), np.int64(9958), np.int64(9983), np.int64(9990), np.int64(9996), np.int64(9998), np.int64(9999)]"
3,4.499999999999998,1,"[np.int64(4918), np.int64(6393), np.int64(7815), np.int64(8790), np.int64(9366), np.int64(9696), np.int64(9848), np.int64(9913), np.int64(9959), np.int64(9984), np.int64(9996), np.int64(9994), np.int64(9995), np.int64(9998), np.int64(9997), np.int64(9999), np.int64(9999), np.int64(9999)]"
3,4.599999999999998,1,"[np.int64(5003), np.int64(6498), np.int64(7912), np.int64(8862), np.int64(9427), np.int64(9715), np.int64(9877), np.int64(9953), np.int64(9976), np.int64(9992), np.int64(9992), np.int64(9997), np.int64(9997), np.int64(9998)]"
3,4.6999999999999975,1,"[np.int64(4902), np.int64(6474), np.int64(7935), np.int64(8883), np.int64(9523), np.int64(9790), np.int64(9926), np.int64(9980), np.int64(9998), np.int64(9999)]"
3,4.799999999999997,1,"[np.int64(5030), np.int64(6695), np.int64(8126), np.int64(9041), np.int64(9569), np.int64(9809), np.int64(9925), np.int64(9965), np.int64(9988), np.int64(9994), np.int64(9997)]"
3,4.899999999999997,1,"[np.int64(5071), np.int64(6687), np.int64(8215), np.int64(9167), np.int64(9663), np.int64(9890), np.int64(9969), np.int64(9992), np.int64(9998)]"
3,4.9999999999999964,1,"[np.int64(4924), np.int64(6556), np.int64(8114), np.int64(9144), np.int64(9666), np.int64(9883), np.int64(9964), np.int64(9990), np.int64(9996)]"
