Seed,Theta,A,Payoff
6,4.0,1,"[np.float64(47093.4), np.float64(53634.8), np.float64(61606.799999999996), np.float64(67780.0), np.float64(71789.40000000001), np.float64(74180.2), np.float64(75881.0), np.float64(76763.6), np.float64(77699.0), np.float64(78251.8), np.float64(78622.6), np.float64(78827.6), np.float64(79021.0), np.float64(79205.0), np.float64(79324.79999999999), np.float64(79387.2), np.float64(79453.0), np.float64(79492.8), np.float64(79555.2), np.float64(79552.0), np.float64(79569.6), np.float64(79580.8), np.float64(79579.2), np.float64(79577.6)]"
6,4.1,1,"[np.float64(48660.5), np.float64(55179.100000000006), np.float64(63870.5), np.float64(69419.4), np.float64(73239.5), np.float64(75985.3), np.float64(77297.4), np.float64(78554.6), np.float64(79139.7), np.float64(79559.8), np.float64(79940.3), np.float64(80117.9), np.float64(80270.9), np.float64(80349.1), np.float64(80448.59999999999), np.float64(80513.6), np.float64(80546.2), np.float64(80556.0), np.float64(80572.29999999999), np.float64(80583.7), np.float64(80588.6), np.float64(80595.1)]"
6,4.199999999999999,1,"[np.float64(48589.399999999994), np.float64(56589.0), np.float64(64990.59999999999), np.float64(71187.8), np.float64(75715.20000000001), np.float64(77671.20000000001), np.float64(79100.40000000001), np.float64(79884.80000000002), np.float64(80671.80000000002), np.float64(80907.6), np.float64(80956.60000000002), np.float64(81198.20000000001), np.float64(81293.40000000002), np.float64(81463.60000000002), np.float64(81473.80000000002), np.float64(81493.80000000002), np.float64(81535.20000000001), np.float64(81543.60000000002), np.float64(81555.20000000001), np.float64(81566.80000000002), np.float64(81576.80000000002), np.float64(81585.00000000001), np.float64(81583.40000000002)]"
6,4.299999999999999,1,"[np.float64(50065.299999999996), np.float64(58667.69999999998), np.float64(67384.49999999999), np.float64(73666.49999999999), np.float64(77548.09999999998), np.float64(79770.29999999999), np.float64(81024.69999999998), np.float64(81498.09999999998), np.float64(81913.49999999999), np.float64(82099.4), np.float64(82283.99999999997), np.float64(82402.29999999999), np.float64(82491.59999999999), np.float64(82544.19999999998), np.float64(82562.69999999998), np.float64(82569.69999999998), np.float64(82583.09999999998), np.float64(82594.9)]"
6,4.399999999999999,1,"[np.float64(50038.59999999999), np.float64(60452.19999999999), np.float64(69281.4), np.float64(75070.59999999999), np.float64(79003.2), np.float64(80872.79999999999), np.float64(82024.4), np.float64(82811.2), np.float64(83198.8), np.float64(83345.2), np.float64(83501.6), np.float64(83503.6), np.float64(83553.20000000001), np.float64(83545.20000000001), np.float64(83565.6), np.float64(83582.8), np.float64(83594.8), np.float64(83594.8)]"
6,4.499999999999998,1,"[np.float64(50888.2), np.float64(61408.59999999999), np.float64(70713.19999999998), np.float64(77024.79999999999), np.float64(80774.49999999999), np.float64(82662.59999999998), np.float64(83761.59999999998), np.float64(84190.0), np.float64(84344.59999999998), np.float64(84487.59999999998), np.float64(84547.49999999999), np.float64(84566.59999999999), np.float64(84589.4), np.float64(84594.69999999998)]"
6,4.599999999999998,1,"[np.float64(51424.79999999999), np.float64(62846.19999999998), np.float64(72681.99999999997), np.float64(78555.99999999997), np.float64(82107.59999999995), np.float64(83868.59999999996), np.float64(84878.59999999996), np.float64(85268.99999999997), np.float64(85483.99999999997), np.float64(85564.39999999997), np.float64(85594.59999999996)]"
6,4.6999999999999975,1,"[np.float64(51738.39999999998), np.float64(63000.19999999998), np.float64(73797.69999999998), np.float64(80190.49999999997), np.float64(83829.49999999999), np.float64(85387.79999999999), np.float64(86071.99999999999), np.float64(86403.4), np.float64(86534.69999999998), np.float64(86583.49999999999), np.float64(86594.49999999999)]"
6,4.799999999999997,1,"[np.float64(51827.999999999985), np.float64(64707.39999999998), np.float64(75373.19999999998), np.float64(81756.39999999997), np.float64(85231.19999999998), np.float64(86644.39999999997), np.float64(87253.99999999997), np.float64(87454.39999999997), np.float64(87559.19999999997), np.float64(87594.39999999997)]"
6,4.899999999999997,1,"[np.float64(51689.59999999999), np.float64(64657.79999999999), np.float64(76366.89999999998), np.float64(82952.39999999997), np.float64(86250.39999999997), np.float64(87802.89999999997), np.float64(88348.89999999995), np.float64(88495.09999999995), np.float64(88581.29999999994)]"
6,4.9999999999999964,1,"[np.float64(52056.19999999998), np.float64(65426.19999999998), np.float64(77063.59999999998), np.float64(84133.79999999999), np.float64(87612.79999999999), np.float64(88852.79999999999), np.float64(89385.59999999998), np.float64(89517.19999999998), np.float64(89573.79999999999), np.float64(89580.99999999999), np.float64(89594.19999999998), np.float64(89594.19999999998), np.float64(89588.4), np.float64(89594.19999999998)]"
