Seed,Theta,A,Cost
1,4.0,1,"[np.float64(19960.0), np.float64(23700.0), np.float64(28532.0), np.float64(32344.0), np.float64(34840.0), np.float64(36576.0), np.float64(37572.0), np.float64(38208.0), np.float64(38652.0), np.float64(39132.0), np.float64(39312.0), np.float64(39500.0), np.float64(39604.0), np.float64(39728.0), np.float64(39788.0), np.float64(39836.0), np.float64(39868.0), np.float64(39892.0), np.float64(39916.0), np.float64(39956.0), np.float64(39980.0), np.float64(39972.0), np.float64(39984.0), np.float64(39984.0), np.float64(39988.0), np.float64(39984.0)]"
1,4.1,1,"[np.float64(20065.399999999998), np.float64(24649.199999999997), np.float64(29835.699999999997), np.float64(33476.5), np.float64(35924.2), np.float64(37674.899999999994), np.float64(38745.0), np.float64(39380.5), np.float64(40007.799999999996), np.float64(40192.299999999996), np.float64(40430.1), np.float64(40516.2), np.float64(40729.399999999994), np.float64(40831.899999999994), np.float64(40872.899999999994), np.float64(40918.0), np.float64(40946.7), np.float64(40959.0), np.float64(40950.799999999996), np.float64(40963.1), np.float64(40959.0), np.float64(40987.7), np.float64(40991.799999999996), np.float64(40995.899999999994)]"
1,4.199999999999999,1,"[np.float64(21306.599999999995), np.float64(26480.999999999996), np.float64(31533.599999999995), np.float64(35158.2), np.float64(37594.2), np.float64(39173.399999999994), np.float64(40017.59999999999), np.float64(40651.799999999996), np.float64(41109.59999999999), np.float64(41516.99999999999), np.float64(41710.19999999999), np.float64(41802.59999999999), np.float64(41831.99999999999), np.float64(41878.19999999999), np.float64(41903.399999999994), np.float64(41941.19999999999), np.float64(41945.399999999994), np.float64(41966.399999999994), np.float64(41974.799999999996), np.float64(41957.99999999999), np.float64(41966.399999999994), np.float64(41983.19999999999), np.float64(41987.399999999994), np.float64(41991.59999999999), np.float64(41991.59999999999), np.float64(41991.59999999999), np.float64(41991.59999999999), np.float64(41995.799999999996)]"
1,4.299999999999999,1,"[np.float64(21637.599999999995), np.float64(27158.799999999992), np.float64(32323.09999999999), np.float64(36339.29999999999), np.float64(38970.89999999999), np.float64(40523.19999999999), np.float64(41404.69999999999), np.float64(42105.59999999999), np.float64(42440.99999999999), np.float64(42634.49999999999), np.float64(42681.79999999999), np.float64(42797.89999999999), np.float64(42836.59999999999), np.float64(42905.39999999999), np.float64(42948.39999999999), np.float64(42978.49999999999), np.float64(42978.49999999999), np.float64(42991.39999999999), np.float64(42987.09999999999), np.float64(42995.69999999999)]"
1,4.399999999999999,1,"[np.float64(21784.399999999994), np.float64(27447.19999999999), np.float64(33554.39999999999), np.float64(37677.19999999999), np.float64(40413.999999999985), np.float64(41879.19999999999), np.float64(42974.79999999999), np.float64(43467.599999999984), np.float64(43647.999999999985), np.float64(43788.79999999999), np.float64(43850.39999999999), np.float64(43903.19999999998), np.float64(43964.79999999999), np.float64(43982.39999999999), np.float64(43995.599999999984), np.float64(43995.599999999984)]"
1,4.499999999999998,1,"[np.float64(22540.499999999993), np.float64(28844.99999999999), np.float64(34924.499999999985), np.float64(39185.999999999985), np.float64(41746.499999999985), np.float64(43321.499999999985), np.float64(44104.499999999985), np.float64(44554.499999999985), np.float64(44770.499999999985), np.float64(44882.999999999985), np.float64(44900.999999999985), np.float64(44954.999999999985), np.float64(44977.499999999985), np.float64(44990.999999999985)]"
1,4.599999999999998,1,"[np.float64(22944.79999999999), np.float64(29830.999999999985), np.float64(36086.999999999985), np.float64(40245.39999999998), np.float64(43134.19999999998), np.float64(44615.39999999998), np.float64(45429.59999999998), np.float64(45751.59999999998), np.float64(45894.199999999975), np.float64(45963.199999999975), np.float64(45981.59999999998), np.float64(45990.79999999998), np.float64(45990.79999999998)]"
1,4.6999999999999975,1,"[np.float64(23485.899999999987), np.float64(30803.799999999985), np.float64(37759.79999999998), np.float64(41914.59999999998), np.float64(44532.49999999998), np.float64(45857.89999999997), np.float64(46515.89999999997), np.float64(46858.99999999998), np.float64(46938.89999999997), np.float64(46981.199999999975), np.float64(46985.89999999997), np.float64(46995.299999999974), np.float64(46995.299999999974)]"
1,4.799999999999997,1,"[np.float64(24297.599999999984), np.float64(32068.79999999998), np.float64(38903.99999999998), np.float64(43795.199999999975), np.float64(46310.39999999997), np.float64(47260.799999999974), np.float64(47687.99999999997), np.float64(47836.799999999974), np.float64(47927.99999999997), np.float64(47971.19999999997), np.float64(47985.59999999997)]"
1,4.899999999999997,1,"[np.float64(24588.199999999983), np.float64(33359.199999999975), np.float64(40233.89999999997), np.float64(44815.39999999997), np.float64(47324.19999999997), np.float64(48426.69999999997), np.float64(48838.29999999997), np.float64(48955.899999999965), np.float64(48980.399999999965)]"
1,4.9999999999999964,1,"[np.float64(24524.99999999998), np.float64(32959.99999999998), np.float64(40504.99999999997), np.float64(45709.99999999997), np.float64(48389.99999999996), np.float64(49469.99999999996), np.float64(49909.99999999996), np.float64(49959.99999999996), np.float64(49994.99999999996)]"
