Seed,Theta,A,Payoff
7,4.0,1,"[np.float64(48139.4), np.float64(54130.6), np.float64(62260.8), np.float64(68427.0), np.float64(72318.4), np.float64(74666.79999999999), np.float64(76053.2), np.float64(77028.6), np.float64(77784.79999999999), np.float64(78258.0), np.float64(78485.0), np.float64(78752.2), np.float64(78965.0), np.float64(79145.6), np.float64(79204.79999999999), np.float64(79344.0), np.float64(79446.4), np.float64(79459.2), np.float64(79435.4), np.float64(79523.20000000001), np.float64(79544.0), np.float64(79590.4), np.float64(79584.0), np.float64(79582.4), np.float64(79590.4), np.float64(79584.0), np.float64(79584.0), np.float64(79584.0), np.float64(79595.2), np.float64(79582.4)]"
7,4.1,1,"[np.float64(48135.6), np.float64(54460.5), np.float64(63090.3), np.float64(69639.8), np.float64(73530.5), np.float64(75855.6), np.float64(77618.90000000001), np.float64(78586.09999999999), np.float64(79292.20000000001), np.float64(79611.3), np.float64(80013.7), np.float64(80194.29999999999), np.float64(80311.4), np.float64(80371.9), np.float64(80471.1), np.float64(80510.4), np.float64(80539.69999999998), np.float64(80573.9), np.float64(80585.29999999999), np.float64(80585.29999999999), np.float64(80588.6)]"
7,4.199999999999999,1,"[np.float64(49088.8), np.float64(57077.0), np.float64(65660.0), np.float64(71856.40000000001), np.float64(75342.20000000001), np.float64(77585.6), np.float64(78952.20000000001), np.float64(80019.0), np.float64(80363.00000000001), np.float64(80893.20000000001), np.float64(81107.20000000001), np.float64(81278.20000000001), np.float64(81463.80000000002), np.float64(81505.20000000001), np.float64(81528.60000000002), np.float64(81558.40000000002), np.float64(81558.40000000002), np.float64(81568.40000000002), np.float64(81585.00000000001), np.float64(81578.40000000002), np.float64(81585.00000000001), np.float64(81588.40000000002)]"
7,4.299999999999999,1,"[np.float64(49081.29999999999), np.float64(57601.999999999985), np.float64(67119.9), np.float64(74163.69999999998), np.float64(77412.09999999998), np.float64(79614.69999999998), np.float64(80633.79999999999), np.float64(81411.4), np.float64(81957.69999999998), np.float64(82254.69999999998), np.float64(82399.0), np.float64(82481.9), np.float64(82540.69999999998), np.float64(82561.09999999998), np.float64(82561.09999999998), np.float64(82571.29999999999), np.float64(82584.69999999998), np.float64(82594.9)]"
7,4.399999999999999,1,"[np.float64(49112.59999999999), np.float64(58737.2), np.float64(68341.59999999999), np.float64(74751.59999999999), np.float64(78580.2), np.float64(80814.79999999999), np.float64(82038.4), np.float64(82790.4), np.float64(83148.6), np.float64(83369.59999999999), np.float64(83481.2), np.float64(83563.6), np.float64(83579.20000000001), np.float64(83584.4)]"
7,4.499999999999998,1,"[np.float64(50068.0), np.float64(60114.59999999999), np.float64(70195.0), np.float64(76829.59999999998), np.float64(80358.5), np.float64(82408.59999999999), np.float64(83640.99999999997), np.float64(84141.49999999999), np.float64(84290.69999999998), np.float64(84481.19999999998), np.float64(84538.49999999999), np.float64(84559.69999999998), np.float64(84589.4)]"
7,4.599999999999998,1,"[np.float64(51089.39999999998), np.float64(60508.999999999985), np.float64(70688.59999999998), np.float64(77955.19999999997), np.float64(82070.59999999996), np.float64(83780.19999999995), np.float64(84778.39999999997), np.float64(85282.79999999996), np.float64(85403.79999999996), np.float64(85492.59999999996), np.float64(85548.39999999997), np.float64(85575.19999999995), np.float64(85594.59999999996), np.float64(85594.59999999996), np.float64(85594.59999999996)]"
7,4.6999999999999975,1,"[np.float64(51787.499999999985), np.float64(63509.99999999998), np.float64(73708.79999999997), np.float64(80212.29999999999), np.float64(83644.69999999998), np.float64(85447.29999999999), np.float64(86091.79999999999), np.float64(86340.59999999998), np.float64(86512.9), np.float64(86583.49999999999)]"
7,4.799999999999997,1,"[np.float64(51901.59999999999), np.float64(63827.79999999998), np.float64(74541.39999999998), np.float64(81384.39999999998), np.float64(84804.99999999997), np.float64(86453.39999999997), np.float64(87181.59999999998), np.float64(87441.59999999998), np.float64(87577.59999999996), np.float64(87594.39999999997)]"
7,4.899999999999997,1,"[np.float64(51861.399999999994), np.float64(65107.79999999998), np.float64(75994.49999999997), np.float64(82697.09999999996), np.float64(86451.19999999995), np.float64(87751.99999999997), np.float64(88273.09999999995), np.float64(88525.19999999995), np.float64(88594.29999999994)]"
7,4.9999999999999964,1,"[np.float64(52775.599999999984), np.float64(66496.99999999997), np.float64(77982.99999999997), np.float64(84513.79999999999), np.float64(87579.39999999998), np.float64(88976.59999999998), np.float64(89405.19999999998), np.float64(89537.59999999998)]"
