Seed,Theta,A,Social_Welfare
35,4.0,1,"[17402.274999999994, 26211.5, 31491.725000000006, 33893.32500000001, 34762.225000000006, 34950.774999999994, 34996.5]"
35,4.1,1,"[17414.175000000003, 25980.100000000002, 31473.20000000001, 33979.575000000004, 34770.125, 34958.450000000004, 34992.99999999999, 34996.5]"
35,4.199999999999999,1,"[17508.275000000005, 26156.699999999993, 31432.90000000001, 33885.500000000015, 34716.50000000002, 34933.72500000003, 34989.500000000015]"
35,4.299999999999999,1,"[17455.324999999993, 26368.350000000002, 31661.924999999996, 33988.00000000001, 34762.675, 34961.49999999999, 34986.0, 34996.49999999999]"
35,4.399999999999999,1,"[17255.350000000006, 26129.725, 31615.499999999993, 34029.825000000004, 34811.22500000001, 34961.50000000002, 34989.500000000015]"
35,4.499999999999998,1,"[17566.275, 26232.324999999997, 31593.0, 34000.575, 34783.675, 34975.500000000015]"
35,4.599999999999998,1,"[17322.624999999996, 25956.72499999999, 31458.974999999984, 33972.124999999985, 34779.27499999999, 34968.49999999997, 34992.99999999999]"
35,4.6999999999999975,1,"[17646.05, 26419.949999999997, 31682.85, 33990.07499999999, 34703.4, 34933.95000000002, 34993.0]"
35,4.799999999999997,1,"[17640.800000000007, 26158.700000000004, 31484.425000000003, 33922.37499999999, 34698.924999999996, 34922.99999999999, 34993.225]"
35,4.899999999999997,1,"[17675.800000000003, 26402.825000000004, 31597.274999999994, 33995.6, 34788.224999999984, 34958.82499999998, 34985.84999999998]"
35,4.9999999999999964,1,"[17506.350000000002, 26193.125, 31431.65000000001, 33875.675000000025, 34723.12500000002, 34951.00000000002, 34993.00000000002]"
