Seed,Theta,A,Payoff
6,4.0,1,"[36876.225, 55144.875, 67480.275, 73021.125, 74565.675, 74925.67499999999, 74992.725]"
6,4.1,1,"[38389.1, 57093.975000000006, 68705.2, 73964.625, 75423.07500000001, 75916.625, 75992.4]"
6,4.199999999999999,1,"[38357.37499999999, 57559.37499999999, 69386.725, 74728.5, 76406.42500000002, 76861.40000000002, 76984.6]"
6,4.299999999999999,1,"[39753.674999999996, 59412.374999999985, 71024.09999999999, 75761.17499999999, 77555.84999999998, 77953.19999999998]"
6,4.399999999999999,1,"[39886.95, 59494.22499999999, 71759.525, 77065.775, 78574.075, 78929.125, 78984.20000000001]"
6,4.499999999999998,1,"[40538.74999999999, 60571.349999999984, 72520.525, 77872.29999999999, 79504.9, 79895.99999999997, 79983.99999999999]"
6,4.599999999999998,1,"[41121.224999999984, 61439.24999999998, 73777.94999999998, 79195.49999999997, 80604.22499999996, 80967.37499999997]"
6,4.6999999999999975,1,"[41407.29999999999, 61924.07499999998, 74119.87499999997, 79751.84999999998, 81565.84999999998, 81918.0]"
6,4.799999999999997,1,"[41622.54999999999, 62398.19999999998, 75147.97499999998, 80916.92499999997, 82610.57499999997, 82933.59999999996, 82983.39999999997]"
6,4.899999999999997,1,"[41529.89999999998, 62716.19999999998, 75214.12499999997, 80978.47499999996, 83026.72499999995, 83807.24999999996, 83949.82499999995, 83983.19999999995]"
6,4.9999999999999964,1,"[41809.69999999998, 63576.02499999997, 76373.84999999998, 82391.62499999999, 84456.22499999999, 84898.22499999998, 84974.49999999999, 84991.49999999999]"
