Seed,Theta,A,Payoff
12,4.0,1,"[37892.175, 56568.75, 68022.45000000001, 73006.125, 74670.67499999999, 74925.225, 74977.725]"
12,4.1,1,"[37779.55, 56584.8, 68361.1, 73850.025, 75460.475, 75886.45, 75992.4]"
12,4.199999999999999,1,"[38324.924999999996, 56990.774999999994, 68879.875, 74353.90000000001, 76323.975, 76861.62500000001, 76976.90000000001, 76992.30000000002]"
12,4.299999999999999,1,"[39234.524999999994, 59098.57499999999, 70913.17499999999, 75957.525, 77493.67499999999, 77875.65, 77976.59999999998]"
12,4.399999999999999,1,"[40159.45, 60106.649999999994, 71749.67499999999, 76994.29999999999, 78494.625, 78881.725, 78984.20000000001]"
12,4.499999999999998,1,"[40073.94999999998, 59914.249999999985, 71851.97499999998, 77191.84999999999, 79208.22499999999, 79840.67499999999, 79991.99999999999]"
12,4.599999999999998,1,"[40076.17499999999, 60002.39999999998, 72530.47499999998, 78434.62499999996, 80384.84999999995, 80894.92499999996, 80975.69999999995, 80983.79999999996]"
12,4.6999999999999975,1,"[41370.64999999999, 61607.72499999998, 74425.97499999998, 79787.65, 81434.42499999997, 81934.4, 81975.4]"
12,4.799999999999997,1,"[41311.54999999999, 61855.174999999974, 74391.02499999997, 80500.79999999997, 82426.39999999997, 82908.69999999995, 82958.49999999997, 82983.39999999997]"
12,4.899999999999997,1,"[41509.27499999999, 62512.34999999998, 75826.79999999996, 81784.72499999996, 83496.44999999995, 83916.67499999996, 83974.79999999996, 83991.59999999995]"
12,4.9999999999999964,1,"[42333.374999999985, 63750.89999999997, 76723.99999999997, 82596.07499999998, 84464.49999999999, 84897.54999999999, 84974.49999999999]"
