Seed,Theta,A,Social_Welfare
34,4.0,1,"[17663.050000000003, 26196.4, 31555.050000000003, 33933.175, 34759.17499999999, 34944.0]"
34,4.1,1,"[17558.15, 26302.025, 31660.90000000001, 34016.5, 34745.175, 34937.0, 34986.225]"
34,4.199999999999999,1,"[17489.675000000003, 26462.774999999998, 31842.875, 34270.60000000003, 34836.85000000002, 34989.50000000003]"
34,4.299999999999999,1,"[17558.225000000002, 26117.675000000003, 31538.574999999997, 34011.27499999999, 34659.6, 34915.774999999994, 34982.49999999999, 34993.00000000001]"
34,4.399999999999999,1,"[17364.95, 25959.725000000006, 31477.075000000004, 33932.500000000015, 34776.67500000001, 34975.27500000002]"
34,4.499999999999998,1,"[17420.25, 26100.1, 31500.449999999997, 33914.100000000006, 34776.22499999999, 34965.22499999999, 34996.5]"
34,4.599999999999998,1,"[17545.774999999998, 26299.199999999997, 31644.32499999999, 34027.29999999999, 34790.89999999999, 34951.22499999998, 34996.27499999998]"
34,4.6999999999999975,1,"[17247.024999999998, 25915.924999999996, 31440.20000000001, 33869.725, 34716.95000000001, 34920.400000000016, 34975.95000000001, 34989.950000000004, 34996.72500000002]"
34,4.799999999999997,1,"[17578.35, 26285.700000000004, 31647.625, 34042.34999999999, 34773.625, 34957.99999999999, 34996.5]"
34,4.899999999999997,1,"[17244.3, 25954.35, 31456.574999999997, 33941.875, 34790.0, 34985.999999999985]"
34,4.9999999999999964,1,"[17604.250000000004, 26425.15000000001, 31692.15000000001, 34047.87500000002, 34808.175000000025, 34969.10000000003, 34997.25000000002]"
