Seed,Theta,A,Payoff
14,4.0,1,"[37193.625, 55749.675, 68099.4, 73063.875, 74496.825, 74879.775, 74970.0]"
14,4.1,1,"[37671.25, 56465.75, 68201.425, 73781.55, 75468.0, 75915.725]"
14,4.199999999999999,1,"[38504.575, 57720.024999999994, 69641.65, 74814.1, 76453.975, 76908.05000000002]"
14,4.299999999999999,1,"[39067.875, 58270.124999999985, 70198.94999999998, 75574.94999999998, 77542.04999999999, 77952.97499999998]"
14,4.399999999999999,1,"[38961.97499999999, 58473.92499999999, 70746.97499999999, 76671.75, 78463.7, 78874.275, 78984.425]"
14,4.499999999999998,1,"[40049.274999999994, 59636.42499999999, 71947.15, 77511.54999999999, 79431.99999999997, 79879.77499999998, 79968.0, 79991.99999999999]"
14,4.599999999999998,1,"[40748.77499999999, 61079.09999999998, 73497.59999999998, 78992.32499999995, 80546.84999999996, 80943.29999999996, 80983.79999999996]"
14,4.6999999999999975,1,"[41043.02499999999, 61642.39999999998, 73808.64999999998, 79451.14999999997, 81393.42499999999, 81843.97499999998, 81967.19999999998]"
14,4.799999999999997,1,"[40737.07499999998, 61821.54999999998, 74480.54999999997, 80413.24999999997, 82396.19999999998, 82818.07499999997, 82958.49999999996]"
14,4.899999999999997,1,"[42058.64999999998, 62511.299999999974, 75346.94999999998, 81245.02499999997, 83461.94999999995, 83932.79999999996, 83983.19999999995]"
14,4.9999999999999964,1,"[43103.999999999985, 64791.049999999974, 77031.79999999997, 82647.52499999998, 84507.67499999999, 84923.72499999998, 84991.5]"
