Seed,Theta,A,Social_Welfare
22,4.0,1,"[17319.6, 25679.525, 31211.0, 33808.149999999994, 34741.675, 34933.5, 34985.774999999994]"
22,4.1,1,"[17427.925, 25986.825, 31423.000000000007, 33901.674999999996, 34698.77500000001, 34933.72500000001, 34985.99999999999]"
22,4.199999999999999,1,"[17325.975000000002, 26141.099999999995, 31530.6, 33992.600000000006, 34762.37500000003, 34954.57500000001, 34989.72500000002]"
22,4.299999999999999,1,"[17672.899999999998, 26215.8, 31502.600000000006, 33981.725, 34779.5, 34957.549999999996, 34992.775]"
22,4.399999999999999,1,"[17484.574999999997, 26179.85, 31605.225000000006, 34034.67500000001, 34752.400000000016, 34933.95000000002, 34989.50000000003]"
22,4.499999999999998,1,"[17269.9, 26072.475000000006, 31431.500000000015, 33936.3, 34716.5, 34916.225000000006, 34996.5]"
22,4.599999999999998,1,"[17384.925000000003, 26083.85, 31473.69999999999, 33908.44999999999, 34737.724999999984, 34951.22499999998, 34996.499999999985]"
22,4.6999999999999975,1,"[17311.474999999995, 26035.475, 31500.775, 33868.924999999996, 34714.80000000002, 34917.12500000001, 34993.0]"
22,4.799999999999997,1,"[17527.524999999998, 26262.800000000003, 31680.22499999999, 34024.25, 34727.44999999999, 34944.22499999999, 34989.72500000001]"
22,4.899999999999997,1,"[17317.25, 26095.574999999997, 31460.925000000003, 33961.17499999999, 34767.075, 34976.999999999985, 34987.04999999999, 34993.59999999998, 34993.59999999998, 34997.24999999998]"
22,4.9999999999999964,1,"[17722.100000000002, 26474.4, 31689.524999999994, 33982.85000000001, 34772.72500000001, 34979.00000000004]"
