Seed,Theta,A,Social_Welfare
41,4.0,1,"[17433.125, 26036.125, 31358.425000000003, 33754.899999999994, 34692.0, 34916.225000000006, 34975.5, 34996.725000000006]"
41,4.1,1,"[17945.575, 26531.075000000004, 31722.20000000001, 33992.0, 34702.95, 34930.0, 34979.0, 34996.5]"
41,4.199999999999999,1,"[17527.375, 26217.725, 31623.85, 34020.900000000016, 34786.50000000002, 34954.72500000002, 34996.50000000002]"
41,4.299999999999999,1,"[17347.725, 26055.575, 31487.5, 33906.3, 34731.174999999996, 34940.50000000001, 34996.49999999999]"
41,4.399999999999999,1,"[17772.250000000004, 26439.375, 31665.02500000001, 34016.725, 34779.725000000006, 34972.00000000003]"
41,4.499999999999998,1,"[17442.85, 26160.475, 31532.175000000003, 33897.125, 34720.0, 34940.499999999985, 34993.0]"
41,4.599999999999998,1,"[17066.175, 25665.225000000006, 31168.69999999999, 33890.94999999999, 34807.72499999997, 34952.124999999985, 34990.32499999999, 34993.599999999984]"
41,4.6999999999999975,1,"[17631.350000000002, 26360.799999999996, 31689.024999999994, 34107.57499999999, 34748.0, 34926.500000000015, 34968.275000000016, 34996.27500000001]"
41,4.799999999999997,1,"[17482.450000000004, 26131.125000000007, 31404.825000000004, 33892.87499999999, 34736.82500000001, 34933.274999999994, 34992.99999999999]"
41,4.899999999999997,1,"[17553.125, 26401.325000000004, 31613.649999999994, 33992.225, 34741.67499999999, 34954.949999999975, 34989.949999999975]"
41,4.9999999999999964,1,"[17191.325, 25699.90000000001, 31174.0, 33875.25000000002, 34667.95000000002, 34895.00000000004, 34979.00000000002, 34993.00000000002]"
