Seed,Theta,A,Payoff
34,4.0,1,"[30273.7, 45157.399999999994, 54282.0, 58296.9, 59556.6, 59940.0]"
34,4.1,1,"[30602.799999999996, 45373.3, 54665.15, 59238.0, 60664.20000000001, 60926.500000000015, 60993.75000000001]"
34,4.199999999999999,1,"[30977.65, 46740.0, 56134.05, 60324.25, 61602.05, 61937.700000000004, 61993.8]"
34,4.299999999999999,1,"[31606.249999999996, 46942.24999999999, 56323.099999999984, 60983.84999999998, 62432.84999999998, 62855.09999999998, 62949.749999999985, 62987.39999999998, 62987.39999999998]"
34,4.399999999999999,1,"[31759.499999999993, 48185.64999999998, 58004.749999999985, 62189.099999999984, 63654.54999999999, 63955.499999999985, 63993.749999999985]"
34,4.499999999999998,1,"[32350.999999999993, 48671.69999999999, 58533.09999999999, 63011.44999999999, 64577.499999999985, 64902.499999999985, 64954.499999999985, 64993.499999999985]"
34,4.599999999999998,1,"[33077.44999999999, 49709.04999999999, 59426.84999999998, 63849.74999999997, 65531.69999999995, 65921.09999999995, 65986.94999999995]"
34,4.6999999999999975,1,"[33016.94999999999, 49600.64999999998, 60179.59999999997, 64836.549999999974, 66464.74999999997, 66892.79999999996, 66986.59999999998]"
34,4.799999999999997,1,"[34150.499999999985, 50940.49999999998, 61268.99999999997, 65743.44999999997, 67313.64999999997, 67816.39999999997, 67938.79999999996, 67993.19999999997]"
34,4.899999999999997,1,"[33991.599999999984, 51068.14999999998, 61873.94999999998, 66901.24999999997, 68496.14999999997, 68917.19999999997, 68986.19999999998]"
34,4.9999999999999964,1,"[35209.499999999985, 52864.14999999998, 63226.19999999998, 67628.49999999997, 69399.15, 69902.29999999997, 69993.15]"
