Seed,Theta,A,Social_Welfare
11,4.0,1,"[10103.650000000001, 14920.400000000001, 17917.35, 19367.649999999994, 19845.050000000003, 19958.300000000003, 19994.15, 19998.0]"
11,4.1,1,"[10035.150000000001, 14879.000000000004, 17913.750000000007, 19330.800000000003, 19850.750000000007, 19968.000000000015, 19988.000000000015, 19998.000000000015]"
11,4.199999999999999,1,"[9908.849999999999, 14884.650000000005, 17951.100000000006, 19380.4, 19848.6, 19966.90000000001, 19992.300000000017]"
11,4.299999999999999,1,"[9946.5, 15016.8, 17965.94999999999, 19386.54999999999, 19815.19999999999, 19975.999999999993, 19997.999999999993]"
11,4.399999999999999,1,"[9923.450000000004, 14998.599999999999, 17984.199999999997, 19362.799999999996, 19860.15, 19975.85, 19994.149999999994]"
11,4.499999999999998,1,"[9973.549999999996, 14756.850000000006, 17803.5, 19290.9, 19801.85, 19937.850000000006, 19988.0, 19994.0, 19998.0]"
11,4.599999999999998,1,"[9961.3, 15091.699999999997, 18029.249999999993, 19414.09999999999, 19869.899999999987, 19975.69999999999, 19995.999999999978]"
11,4.6999999999999975,1,"[10017.349999999995, 14980.149999999994, 18094.4, 19473.799999999996, 19886.75, 19980.44999999999, 19994.30000000001, 19998.15000000001]"
11,4.799999999999997,1,"[9961.7, 14981.800000000003, 17954.35, 19345.549999999996, 19852.15000000001, 19958.149999999987, 19988.0, 19998.0]"
11,4.899999999999997,1,"[10117.649999999998, 15112.050000000003, 18108.000000000015, 19400.600000000006, 19851.550000000017, 19968.000000000007, 19992.000000000015]"
11,4.9999999999999964,1,"[10016.95, 14968.80000000001, 18036.950000000004, 19467.800000000025, 19910.500000000022, 19988.000000000007, 19998.000000000022]"
