Seed,Theta,A,Payoff
36,4.0,1,"[29423.15, 44697.850000000006, 53903.649999999994, 58040.45, 59473.75, 59892.5, 59976.0, 59994.0]"
36,4.1,1,"[30157.749999999996, 45303.8, 55065.0, 59280.850000000006, 60659.000000000015, 60933.350000000006, 60987.95000000001]"
36,4.199999999999999,1,"[31165.549999999996, 46726.899999999994, 56111.25, 60406.899999999994, 61708.6, 61975.200000000004]"
36,4.299999999999999,1,"[31217.699999999997, 46726.94999999999, 56316.999999999985, 60934.549999999974, 62635.04999999998, 62968.49999999998]"
36,4.399999999999999,1,"[32088.149999999994, 47788.89999999999, 57344.39999999999, 61855.249999999985, 63539.499999999985, 63884.94999999998, 63981.099999999984, 63993.749999999985]"
36,4.499999999999998,1,"[31935.19999999999, 48397.94999999999, 58539.29999999999, 63142.19999999999, 64609.999999999985, 64902.349999999984, 64986.999999999985]"
36,4.599999999999998,1,"[32747.49999999999, 49317.249999999985, 59626.09999999998, 64224.94999999997, 65597.84999999995, 65921.09999999996, 65986.79999999996]"
36,4.6999999999999975,1,"[33967.099999999984, 50745.59999999998, 60728.399999999965, 65291.34999999997, 66631.49999999997, 66966.49999999997]"
36,4.799999999999997,1,"[33471.19999999998, 50742.74999999998, 61085.64999999997, 65681.49999999997, 67456.44999999997, 67891.34999999998, 67986.39999999997]"
36,4.899999999999997,1,"[34782.29999999998, 52183.89999999998, 62362.199999999975, 66985.94999999998, 68490.14999999997, 68910.74999999997, 68993.09999999998]"
36,4.9999999999999964,1,"[35132.599999999984, 53006.199999999975, 63343.74999999997, 67978.44999999997, 69460.89999999998, 69852.99999999997, 69971.99999999999]"
