Seed,Theta,A,Payoff
15,4.0,1,"[29690.100000000002, 44505.5, 53993.84999999999, 58212.0, 59627.85, 59910.0, 59982.0]"
15,4.1,1,"[30164.299999999996, 45266.5, 54738.0, 59074.50000000001, 60573.600000000006, 60872.350000000006, 60988.100000000006, 60988.100000000006, 60994.05]"
15,4.199999999999999,1,"[30769.35, 46236.95, 55922.6, 60325.3, 61609.1, 61925.45, 61993.8]"
15,4.299999999999999,1,"[31867.799999999996, 47685.899999999994, 57072.749999999985, 61217.69999999998, 62640.29999999999, 62955.89999999998]"
15,4.399999999999999,1,"[32223.649999999994, 48039.34999999999, 57800.44999999998, 62022.84999999999, 63488.59999999999, 63923.19999999998, 63993.599999999984]"
15,4.499999999999998,1,"[32927.94999999999, 49176.19999999999, 58868.84999999999, 63088.7, 64538.04999999999, 64915.349999999984, 64993.499999999985]"
15,4.599999999999998,1,"[33173.549999999996, 49520.99999999999, 59446.09999999998, 64053.149999999965, 65478.89999999996, 65881.34999999996, 65986.79999999996]"
15,4.6999999999999975,1,"[33784.39999999999, 50519.19999999998, 60401.99999999997, 64882.799999999974, 66430.34999999998, 66885.94999999998, 66986.59999999998]"
15,4.799999999999997,1,"[33870.999999999985, 50912.64999999997, 61350.799999999974, 66014.84999999998, 67544.84999999998, 67891.19999999997, 67986.39999999997]"
15,4.899999999999997,1,"[34990.94999999998, 51918.64999999998, 62135.24999999998, 66938.09999999998, 68510.39999999997, 68965.49999999997]"
15,4.9999999999999964,1,"[35198.19999999998, 52640.44999999998, 63300.549999999974, 68046.69999999998, 69558.69999999998, 69957.84999999999]"
