Seed,Theta,A,Payoff
48,4.0,1,"[29949.4, 44993.4, 54125.5, 58044.100000000006, 59514.5, 59922.15, 59994.0]"
48,4.1,1,"[30538.8, 45988.45, 55127.3, 59323.950000000004, 60603.80000000001, 60926.65000000001, 60981.700000000004]"
48,4.199999999999999,1,"[30974.1, 46441.649999999994, 55862.45, 60016.3, 61523.05, 61907.3, 61987.600000000006]"
48,4.299999999999999,1,"[31948.649999999994, 47573.09999999999, 56920.89999999999, 61192.69999999998, 62497.19999999998, 62881.19999999998, 62975.099999999984]"
48,4.399999999999999,1,"[31451.799999999992, 47490.34999999999, 57475.59999999999, 62062.44999999998, 63514.349999999984, 63936.29999999999, 63993.599999999984]"
48,4.499999999999998,1,"[32593.44999999999, 49032.84999999999, 58829.74999999999, 63211.44999999999, 64518.69999999999, 64921.69999999998, 64967.499999999985, 64980.499999999985]"
48,4.599999999999998,1,"[33388.39999999999, 49854.14999999999, 59584.74999999998, 64158.899999999965, 65623.79999999996, 65940.29999999996, 65993.24999999997]"
48,4.6999999999999975,1,"[33721.749999999985, 50176.84999999998, 60348.949999999975, 64950.649999999965, 66504.49999999997, 66919.59999999998, 66979.89999999997]"
48,4.799999999999997,1,"[33826.94999999998, 51355.74999999998, 61751.89999999998, 66184.24999999997, 67605.74999999997, 67932.14999999997]"
48,4.899999999999997,1,"[34778.54999999999, 52235.44999999998, 63051.44999999998, 67426.14999999997, 68640.89999999998, 68965.49999999997]"
48,4.9999999999999964,1,"[35319.749999999985, 52470.84999999998, 63364.799999999974, 68144.69999999998, 69580.15, 69909.14999999998, 69986.15]"
