Seed,Theta,A,Payoff
12,4.0,1,"[30313.45, 45462.45, 54630.899999999994, 58483.05, 59622.299999999996, 59922.15, 59988.0]"
12,4.1,1,"[30324.1, 45202.34999999999, 54722.90000000001, 58901.450000000004, 60444.600000000006, 60890.350000000006, 60975.90000000001]"
12,4.199999999999999,1,"[30858.749999999996, 45806.549999999996, 55417.1, 60079.549999999996, 61579.45, 61889.15, 61963.700000000004, 61993.95]"
12,4.299999999999999,1,"[31689.349999999995, 47712.49999999999, 57369.19999999998, 61343.39999999998, 62539.94999999998, 62899.19999999998, 62987.39999999998]"
12,4.399999999999999,1,"[32533.699999999993, 48838.79999999999, 57972.749999999985, 62317.249999999985, 63660.64999999998, 63916.499999999985, 63993.599999999984]"
12,4.499999999999998,1,"[32559.79999999999, 48449.54999999999, 58383.34999999999, 63018.09999999999, 64558.29999999999, 64902.94999999998, 64987.29999999999, 64987.29999999999, 64993.64999999999]"
12,4.599999999999998,1,"[32655.04999999999, 49187.999999999985, 59162.199999999975, 63887.19999999997, 65544.64999999997, 65980.19999999995]"
12,4.6999999999999975,1,"[33802.59999999999, 50471.69999999998, 60429.649999999965, 64931.19999999997, 66532.14999999997, 66899.79999999997]"
12,4.799999999999997,1,"[33846.499999999985, 51011.09999999998, 61307.399999999965, 66136.64999999998, 67592.44999999998, 67905.09999999998, 67979.74999999997]"
12,4.899999999999997,1,"[34097.44999999998, 51559.64999999998, 62126.949999999975, 66702.34999999998, 68475.29999999997, 68896.79999999997, 68979.59999999998, 68993.24999999997]"
12,4.9999999999999964,1,"[34862.249999999985, 52579.14999999998, 62911.74999999997, 67852.54999999999, 69398.89999999998, 69846.15, 69957.99999999999, 69992.99999999999]"
