Seed,Theta,A,Payoff
30,4.0,1,"[29727.7, 44567.100000000006, 53628.65, 57966.35, 59453.7, 59819.7, 59964.0, 59988.0]"
30,4.1,1,"[30329.949999999997, 45511.600000000006, 54693.15000000001, 59120.450000000004, 60548.45000000001, 60920.700000000004, 60987.8, 60993.90000000001]"
30,4.199999999999999,1,"[31070.05, 46539.149999999994, 56136.4, 60246.35, 61584.75, 61938.0]"
30,4.299999999999999,1,"[31645.549999999996, 47570.74999999999, 56982.89999999998, 61235.249999999985, 62622.14999999998, 62930.69999999998, 62974.79999999999]"
30,4.399999999999999,1,"[31927.449999999993, 48502.29999999999, 58104.849999999984, 62335.999999999985, 63577.749999999985, 63910.54999999999, 63974.39999999998]"
30,4.499999999999998,1,"[32943.69999999999, 49296.89999999999, 59126.499999999985, 63181.54999999999, 64545.29999999999, 64928.499999999985]"
30,4.599999999999998,1,"[33149.29999999999, 49550.94999999998, 59901.449999999975, 64356.74999999997, 65650.34999999996, 65933.99999999997]"
30,4.6999999999999975,1,"[34300.59999999999, 51036.049999999974, 60990.44999999997, 65278.69999999997, 66712.04999999996, 66966.49999999997, 66993.29999999997]"
30,4.799999999999997,1,"[34096.64999999999, 50822.99999999998, 61424.39999999997, 66150.54999999997, 67598.94999999998, 67945.59999999998, 67986.39999999997]"
30,4.899999999999997,1,"[34568.099999999984, 51826.64999999998, 62170.19999999998, 66953.09999999998, 68421.29999999997, 68910.29999999997]"
30,4.9999999999999964,1,"[35174.79999999998, 52871.99999999998, 63414.799999999974, 68028.59999999998, 69559.9, 69937.14999999998]"
