Seed,Theta,A,Social_Welfare
44,4.0,1,"[10022.349999999999, 14980.25, 18047.799999999996, 19461.550000000003, 19875.550000000003, 19979.699999999997]"
44,4.1,1,"[10053.649999999998, 15032.400000000001, 18029.800000000003, 19413.40000000001, 19870.850000000006, 19974.250000000015, 19997.90000000001]"
44,4.199999999999999,1,"[10102.300000000003, 15151.900000000012, 18183.100000000006, 19480.30000000001, 19896.15000000001, 19986.500000000007, 19998.000000000007]"
44,4.299999999999999,1,"[9954.550000000003, 14855.799999999996, 17927.649999999994, 19396.999999999993, 19863.54999999999, 19967.999999999993, 19997.999999999993]"
44,4.399999999999999,1,"[10017.650000000001, 14990.800000000003, 18058.15, 19413.200000000004, 19850.449999999997, 19974.299999999996, 19998.0]"
44,4.499999999999998,1,"[10115.199999999997, 14976.400000000009, 18020.050000000003, 19368.15000000001, 19868.149999999994, 19982.15, 19998.0]"
44,4.599999999999998,1,"[10197.050000000007, 15236.599999999999, 18143.749999999993, 19486.29999999998, 19880.149999999987, 19981.699999999983]"
44,4.6999999999999975,1,"[9956.75, 14859.0, 17973.999999999993, 19360.29999999999, 19837.999999999985, 19967.84999999999, 19996.0]"
44,4.799999999999997,1,"[9894.500000000004, 14913.800000000003, 17980.199999999997, 19355.4, 19835.200000000004, 19964.9, 19996.149999999987]"
44,4.899999999999997,1,"[9844.399999999998, 14868.75, 18002.050000000003, 19392.000000000007, 19892.300000000017, 19988.000000000007]"
44,4.9999999999999964,1,"[9972.399999999998, 14909.600000000006, 18001.850000000006, 19359.850000000013, 19859.850000000013, 19975.850000000028, 19994.000000000022, 19996.000000000022, 19998.000000000022]"
