Seed,Theta,A,Social_Welfare
14,4.0,1,"[9918.75, 14852.349999999999, 17970.35, 19446.450000000004, 19855.699999999997, 19970.0, 19992.0]"
14,4.1,1,"[9912.7, 14867.450000000008, 17874.65000000001, 19270.600000000006, 19796.000000000015, 19936.30000000001, 19980.000000000007, 19988.000000000015, 19996.000000000007]"
14,4.199999999999999,1,"[10003.05, 15029.05, 18071.750000000007, 19380.000000000007, 19847.850000000006, 19974.000000000007, 19998.000000000007]"
14,4.299999999999999,1,"[10016.45, 14997.8, 18000.999999999993, 19395.34999999999, 19872.249999999993, 19973.749999999993, 19993.999999999985]"
14,4.399999999999999,1,"[9863.45, 14845.449999999997, 17969.450000000004, 19346.6, 19828.300000000003, 19956.0, 19997.85]"
14,4.499999999999998,1,"[10012.849999999999, 15010.550000000003, 18047.550000000003, 19410.300000000003, 19853.85, 19962.0, 19994.0]"
14,4.599999999999998,1,"[10060.45, 15047.25, 18094.299999999996, 19403.849999999977, 19859.999999999978, 19985.849999999984]"
14,4.6999999999999975,1,"[10011.350000000002, 15112.200000000004, 17994.649999999994, 19402.749999999993, 19869.999999999993, 19985.850000000006]"
14,4.799999999999997,1,"[9816.449999999997, 14823.249999999993, 17923.94999999999, 19398.850000000013, 19858.69999999999, 19964.500000000007, 19988.300000000003]"
14,4.899999999999997,1,"[10013.899999999998, 14915.500000000007, 18016.700000000004, 19393.200000000004, 19843.100000000006, 19970.300000000017, 19992.150000000023, 19998.000000000007]"
14,4.9999999999999964,1,"[10146.000000000004, 15285.300000000003, 18199.5, 19508.90000000003, 19902.750000000007, 19984.000000000022, 19996.000000000022, 19998.000000000022]"
