Seed,Theta,A,Payoff
29,4.0,1,"[29788.850000000002, 44975.899999999994, 54174.65, 58260.15, 59592.3, 59922.3, 59988.15]"
29,4.1,1,"[30255.8, 45572.05, 54427.00000000001, 58866.55, 60495.25000000001, 60909.100000000006, 60982.00000000001, 60988.100000000006]"
29,4.199999999999999,1,"[30778.6, 45999.9, 55651.6, 60066.05, 61492.05, 61882.200000000004, 61962.8, 61993.8]"
29,4.299999999999999,1,"[31279.449999999997, 47106.499999999985, 56928.39999999999, 61343.799999999974, 62584.999999999985, 62943.29999999998]"
29,4.399999999999999,1,"[32024.44999999999, 48183.499999999985, 58003.249999999985, 62202.19999999998, 63533.099999999984, 63878.39999999999, 63974.79999999998]"
29,4.499999999999998,1,"[32262.749999999993, 48637.249999999985, 58435.249999999985, 63031.29999999999, 64565.099999999984, 64870.599999999984, 64980.64999999999]"
29,4.599999999999998,1,"[32651.24999999999, 48946.54999999999, 58931.74999999998, 63854.84999999997, 65498.39999999996, 65867.99999999996, 65980.19999999997]"
29,4.6999999999999975,1,"[33279.44999999998, 50104.34999999998, 60260.39999999997, 64930.44999999997, 66530.99999999997, 66926.29999999997]"
29,4.799999999999997,1,"[34026.39999999998, 51051.74999999998, 61280.84999999998, 65885.19999999998, 67428.64999999997, 67891.34999999998, 67986.39999999997]"
29,4.899999999999997,1,"[34777.599999999984, 51903.29999999998, 62358.64999999997, 67028.24999999997, 68518.04999999997, 68896.94999999997, 68979.59999999998]"
29,4.9999999999999964,1,"[35243.349999999984, 52785.59999999998, 63251.799999999974, 67921.14999999998, 69559.29999999999, 69923.29999999999, 69992.99999999997]"
