Seed,Theta,A,Cooperator_Frequency
45,4.0,1,"[5057, 7578, 9097, 9738, 9952, 9995, 9998, 9999]"
45,4.1,1,"[4966, 7412, 8949, 9691, 9933, 9986, 9999]"
45,4.199999999999999,1,"[5054, 7560, 9073, 9732, 9946, 9988, 9997]"
45,4.299999999999999,1,"[4952, 7390, 8959, 9691, 9928, 9985, 9996, 9998]"
45,4.399999999999999,1,"[5061, 7564, 9082, 9740, 9942, 9989, 9999]"
45,4.499999999999998,1,"[5002, 7502, 9008, 9698, 9929, 9978, 9996, 9999]"
45,4.599999999999998,1,"[4864, 7382, 8888, 9656, 9911, 9981, 9998]"
45,4.6999999999999975,1,"[4923, 7418, 8939, 9670, 9922, 9987, 9999]"
45,4.799999999999997,1,"[4993, 7520, 9010, 9683, 9922, 9982, 9997]"
45,4.899999999999997,1,"[4950, 7411, 8945, 9680, 9938, 9995]"
45,4.9999999999999964,1,"[5046, 7590, 9043, 9721, 9934, 9975, 9998]"
