Seed,Theta,A,Payoff
18,4.0,1,"[30233.4, 45100.4, 54035.7, 58183.4, 59579.850000000006, 59939.399999999994]"
18,4.1,1,"[30530.449999999997, 45847.0, 55125.7, 59328.600000000006, 60658.70000000001, 60945.55000000001, 60987.95000000001]"
18,4.199999999999999,1,"[30583.649999999998, 46282.1, 55683.8, 60084.9, 61522.45, 61875.7, 61987.600000000006]"
18,4.299999999999999,1,"[32261.149999999998, 47570.59999999999, 56997.099999999984, 61118.14999999998, 62446.34999999998, 62873.84999999998, 62962.19999999998, 62993.849999999984]"
18,4.399999999999999,1,"[31903.799999999996, 48448.099999999984, 58003.749999999985, 62362.19999999998, 63712.14999999999, 63967.999999999985, 63987.19999999998, 63993.599999999984]"
18,4.499999999999998,1,"[32583.59999999999, 48704.14999999999, 58774.09999999999, 62978.499999999985, 64500.249999999985, 64889.94999999998, 64980.64999999999, 64993.64999999999]"
18,4.599999999999998,1,"[33057.49999999999, 49783.39999999998, 59676.64999999998, 64329.74999999997, 65537.99999999996, 65907.59999999996, 65966.99999999996, 65993.39999999997]"
18,4.6999999999999975,1,"[33163.399999999994, 50428.64999999998, 60586.34999999998, 65063.399999999965, 66430.89999999997, 66879.59999999998, 66973.34999999998]"
18,4.799999999999997,1,"[34014.499999999985, 51094.89999999997, 61589.59999999997, 66002.44999999997, 67476.99999999997, 67850.84999999998, 67972.79999999996]"
18,4.899999999999997,1,"[33995.999999999985, 51313.949999999975, 62078.84999999998, 66916.79999999997, 68496.74999999997, 68944.79999999997]"
18,4.9999999999999964,1,"[35164.29999999998, 52733.34999999998, 63336.64999999998, 67956.29999999999, 69474.24999999999, 69929.24999999999, 69978.84999999998, 69992.99999999997]"
