Seed,Theta,A,Social_Welfare
24,4.0,1,"[10113.75, 15080.849999999999, 18025.6, 19371.5, 19863.5, 19970.449999999997, 19994.0]"
24,4.1,1,"[10096.1500000005, 15084.850000004135, 18120.750000006345, 19476.750000007327, 19886.300000007628, 19984.1500000077, 19998.000000007713]"
24,4.199999999999999,1,"[9882.949999998073, 14940.34999999623, 18026.299999999523, 19476.450000001634, 19881.550000002222, 19982.000000002365]"
24,4.299999999999999,1,"[10020.000000002008, 15043.35000000383, 17972.999999999927, 19353.49999999791, 19864.299999997165, 19981.999999996995, 19993.99999999698]"
24,4.399999999999999,1,"[10016.44999999908, 15056.249999995409, 18096.199999993194, 19419.849999992228, 19855.99999999191, 19968.14999999183, 19993.999999991815]"
24,4.499999999999998,1,"[9911.699999999993, 14923.049999999996, 17889.649999999994, 19357.449999999997, 19854.499999999993, 19958.299999999996, 19984.149999999994, 19995.999999999993]"
24,4.599999999999998,1,"[10021.150000001187, 15089.150000004869, 18133.650000007066, 19445.900000008012, 19855.850000008308, 19972.00000000841, 19998.00000000842]"
24,4.6999999999999975,1,"[9961.799999997853, 15043.499999998, 17985.050000002273, 19386.15000000431, 19866.300000005, 19986.150000005182, 19996.30000000519, 19998.150000005196]"
24,4.799999999999997,1,"[10147.500000002212, 15099.650000001377, 18062.699999997058, 19398.449999995108, 19865.54999999443, 19971.849999994272, 19996.14999999423]"
24,4.899999999999997,1,"[10026.849999998416, 14997.799999994793, 18045.74999999257, 19391.2999999916, 19825.54999999127, 19975.99999999116]"
24,4.9999999999999964,1,"[9874.099999999988, 14910.899999999987, 18003.749999999985, 19391.549999999996, 19871.69999999999, 19975.999999999978, 19995.999999999993]"
