Seed,Theta,A,Payoff
10,4.0,1,"[30547.5, 45396.2, 54379.35, 58411.75, 59676.2, 59946.0, 59994.0]"
10,4.1,1,"[30091.449999999997, 45385.65, 54607.950000000004, 59059.75, 60500.15000000001, 60859.55000000001, 60975.600000000006]"
10,4.199999999999999,1,"[31084.149999999994, 46450.45, 55814.5, 60146.7, 61591.100000000006, 61913.75, 61993.7]"
10,4.299999999999999,1,"[31106.149999999994, 47036.94999999999, 56618.44999999999, 60952.64999999998, 62395.34999999998, 62892.749999999985, 62987.39999999998, 62993.69999999998]"
10,4.399999999999999,1,"[32035.449999999993, 48050.29999999999, 57914.54999999999, 62298.94999999998, 63635.34999999999, 63961.44999999998]"
10,4.499999999999998,1,"[32973.04999999999, 49521.69999999999, 58935.64999999999, 63180.45, 64642.79999999999, 64960.999999999985]"
10,4.599999999999998,1,"[33129.149999999994, 49617.849999999984, 59480.09999999998, 64020.44999999997, 65498.24999999995, 65900.99999999996, 65973.59999999996]"
10,4.6999999999999975,1,"[33784.899999999994, 50613.499999999985, 60576.549999999974, 65172.299999999974, 66612.44999999997, 66927.04999999997, 66993.44999999998]"
10,4.799999999999997,1,"[34124.54999999999, 50941.199999999975, 61338.14999999997, 66081.94999999997, 67625.99999999997, 67904.64999999997, 67979.59999999996]"
10,4.899999999999997,1,"[34651.349999999984, 51580.99999999997, 61970.84999999998, 66841.79999999997, 68393.84999999998, 68890.19999999998, 68986.19999999998, 68993.09999999998]"
10,4.9999999999999964,1,"[35474.64999999998, 52503.29999999998, 63061.049999999974, 67927.69999999998, 69566.44999999998, 69923.29999999999, 69965.15, 69992.99999999999]"
