Seed,Theta,A,Payoff
46,4.0,1,"[28737.5, 32513.950000000004, 27267.800000000003, 22690.15, 20759.85, 20160.0, 20070.0, 20014.0]"
46,4.1,1,"[29265.899999999998, 32925.600000000006, 27470.35, 22848.65, 20609.15, 20090.75, 20014.4]"
46,4.199999999999999,1,"[29779.949999999997, 33474.649999999994, 27390.9, 23015.55, 20865.55, 20237.15, 20014.8]"
46,4.299999999999999,1,"[29995.149999999994, 34219.25, 28006.949999999997, 22839.550000000003, 20785.050000000003, 20246.699999999997, 20028.7, 20011.05]"
46,4.399999999999999,1,"[30492.549999999996, 34565.74999999999, 28191.399999999998, 23113.85, 20882.1, 20241.6, 20038.0]"
46,4.499999999999998,1,"[31228.34999999999, 34568.09999999999, 28417.199999999997, 23157.0, 20766.8, 20220.5, 20016.0]"
46,4.599999999999998,1,"[31144.74999999999, 35690.34999999999, 29075.499999999996, 23448.2, 20831.500000000004, 20195.4, 20016.4]"
46,4.6999999999999975,1,"[31929.04999999999, 35805.04999999999, 29550.449999999993, 23244.049999999996, 20737.25, 20207.550000000003, 20050.4]"
46,4.799999999999997,1,"[32800.64999999999, 35922.749999999985, 28779.34999999999, 22875.049999999996, 20739.95, 20160.699999999997, 20012.55]"
46,4.899999999999997,1,"[32741.549999999985, 36336.44999999998, 29792.249999999993, 23701.0, 20806.699999999997, 20105.45]"
46,4.9999999999999964,1,"[33055.249999999985, 36502.29999999999, 29648.649999999994, 23789.399999999998, 21154.050000000003, 20158.15, 20018.0]"
