Seed,Theta,A,Payoff
10,4.0,1,"[29143.5, 32686.45, 27081.1, 22530.75, 20652.600000000002, 20126.0, 20014.0]"
10,4.1,1,"[28877.85, 33065.25, 27954.300000000003, 22864.0, 20785.45, 20238.75, 20037.1, 20020.6]"
10,4.199999999999999,1,"[29660.35, 33304.9, 27754.0, 22952.75, 20877.25, 20240.2, 20070.449999999997, 20010.75]"
10,4.299999999999999,1,"[29704.349999999995, 33641.84999999999, 27888.5, 23062.9, 20824.35, 20236.25, 20068.0, 20037.0]"
10,4.399999999999999,1,"[30499.84999999999, 34554.049999999996, 28233.449999999997, 22763.5, 20689.449999999997, 20156.550000000003, 20015.6]"
10,4.499999999999998,1,"[31443.049999999992, 34643.09999999999, 28295.399999999994, 23031.4, 20700.15, 20085.0, 20016.0]"
10,4.599999999999998,1,"[31528.34999999999, 35293.649999999994, 29008.799999999996, 23204.5, 20664.8, 20146.800000000003, 20047.5, 20011.95]"
10,4.6999999999999975,1,"[32196.29999999999, 36074.94999999999, 28776.549999999996, 22884.8, 20606.35, 20068.199999999997]"
10,4.799999999999997,1,"[32650.94999999999, 35990.999999999985, 29078.799999999992, 23338.05, 20615.6, 20068.8]"
10,4.899999999999997,1,"[33107.849999999984, 36539.499999999985, 29168.299999999992, 23343.5, 21013.65, 20282.949999999997]"
10,4.9999999999999964,1,"[33539.64999999998, 37136.44999999998, 29764.499999999993, 23533.899999999998, 20991.3, 20236.7]"
