Seed,Theta,A,Payoff
19,4.0,1,"[29863.6, 44928.35, 54143.7, 58349.55, 59627.7, 59886.15, 59964.3, 59982.15, 59988.0]"
19,4.1,1,"[30867.7, 45987.35, 55156.90000000001, 59269.55, 60622.250000000015, 60951.20000000001]"
19,4.199999999999999,1,"[31070.649999999994, 46501.35, 56005.95, 60060.25, 61511.05, 61864.6, 61944.75, 61994.3]"
19,4.299999999999999,1,"[31546.399999999994, 47489.84999999999, 56676.54999999999, 61092.14999999998, 62495.84999999998, 62911.79999999998, 62968.499999999985]"
19,4.399999999999999,1,"[32079.84999999999, 48381.49999999999, 58049.84999999999, 62330.64999999999, 63699.79999999999, 63955.19999999998, 63993.599999999984]"
19,4.499999999999998,1,"[32225.149999999994, 48880.44999999999, 58540.749999999985, 63127.45, 64557.999999999985, 64909.44999999998, 64974.14999999999]"
19,4.599999999999998,1,"[32626.649999999987, 49547.44999999998, 59584.799999999974, 64113.29999999996, 65637.44999999995, 65907.59999999996, 65993.39999999997]"
19,4.6999999999999975,1,"[33607.39999999999, 50326.14999999998, 60356.149999999965, 64998.94999999997, 66498.84999999998, 66920.04999999997, 66993.29999999997]"
19,4.799999999999997,1,"[34448.499999999985, 51055.64999999998, 61268.149999999965, 66171.24999999997, 67612.84999999996, 67918.54999999997, 67993.19999999997]"
19,4.899999999999997,1,"[33902.14999999998, 51096.19999999998, 61755.199999999975, 66867.44999999998, 68516.99999999997, 68910.44999999998, 68993.09999999998]"
19,4.9999999999999964,1,"[34573.549999999974, 51887.84999999998, 62677.049999999974, 67949.49999999997, 69538.44999999998, 69881.44999999998, 69972.29999999999]"
