Seed,Theta,A,Social_Welfare
39,4.0,1,"[9886.25, 15026.049999999996, 18019.050000000003, 19400.75, 19888.449999999997, 19980.149999999994, 19998.0]"
39,4.1,1,"[9833.90000000031, 14702.650000003854, 17737.00000000606, 19273.85000000718, 19840.75000000759, 19970.150000007692, 19996.150000007714]"
39,4.199999999999999,1,"[9983.049999998035, 15072.049999996187, 18037.849999999533, 19390.650000001508, 19850.450000002173, 19980.150000002366, 19996.000000002394]"
39,4.299999999999999,1,"[9952.65000000198, 14988.250000003813, 17950.099999999955, 19381.14999999787, 19843.9999999972, 19971.99999999701, 19995.999999996973]"
39,4.399999999999999,1,"[9999.899999999092, 14919.999999995503, 17952.2499999933, 19403.04999999224, 19844.44999999192, 19968.299999991832, 19997.999999991807]"
39,4.499999999999998,1,"[9968.149999999994, 15040.849999999999, 18080.6, 19412.75, 19830.299999999996, 19948.149999999987, 19974.149999999994, 19992.149999999994, 19997.999999999993]"
39,4.599999999999998,1,"[10022.900000001187, 14959.500000004773, 18057.250000007014, 19493.850000008053, 19898.30000000835, 19984.00000000841, 19998.00000000842]"
39,4.6999999999999975,1,"[10031.199999997825, 14946.149999997855, 18001.6500000023, 19383.700000004297, 19838.00000000497, 19969.850000005164, 19996.000000005202]"
39,4.799999999999997,1,"[9858.400000002111, 14613.250000002081, 17812.04999999742, 19322.04999999523, 19831.89999999448, 19957.99999999431, 19993.999999994252, 19997.999999994237]"
39,4.899999999999997,1,"[9894.549999998508, 14727.599999994993, 17919.54999999266, 19342.799999991636, 19823.849999991282, 19963.849999991166, 19993.999999991152]"
39,4.9999999999999964,1,"[9924.399999999983, 14874.249999999978, 17867.349999999984, 19380.349999999984, 19833.85, 19955.849999999984, 19991.999999999993]"
