Seed,Theta,A,Payoff
17,4.0,1,"[30365.350000000002, 45326.8, 54519.0, 58409.55, 59592.299999999996, 59886.5, 59976.0, 59988.0]"
17,4.1,1,"[30858.199999999997, 46192.25, 55282.00000000001, 59224.90000000001, 60536.70000000001, 60896.450000000004, 60987.8]"
17,4.199999999999999,1,"[30852.649999999998, 46160.95, 55831.75, 60115.95, 61486.45, 61882.2]"
17,4.299999999999999,1,"[31672.949999999997, 47079.94999999999, 56891.999999999985, 61151.249999999985, 62558.09999999998, 62898.599999999984, 62993.69999999998]"
17,4.399999999999999,1,"[31934.299999999992, 47716.54999999999, 57632.749999999985, 61946.79999999999, 63386.64999999999, 63846.849999999984, 63987.19999999998]"
17,4.499999999999998,1,"[33072.45, 49340.29999999999, 58837.399999999994, 63141.24999999999, 64609.44999999999, 64902.19999999998, 64980.499999999985]"
17,4.599999999999998,1,"[32495.049999999992, 49001.54999999999, 59074.299999999974, 63980.54999999997, 65544.89999999997, 65894.84999999998, 65973.74999999996]"
17,4.6999999999999975,1,"[33683.34999999999, 50605.14999999998, 60675.99999999997, 65198.84999999997, 66585.29999999997, 66946.39999999997]"
17,4.799999999999997,1,"[33756.999999999985, 50642.49999999997, 61303.99999999997, 65959.24999999997, 67585.04999999997, 67938.64999999997, 67986.24999999997]"
17,4.899999999999997,1,"[34486.19999999998, 51597.69999999998, 62095.049999999974, 67013.04999999999, 68524.29999999997, 68875.99999999997, 68965.64999999998]"
17,4.9999999999999964,1,"[34842.69999999998, 52351.59999999998, 63230.59999999998, 67928.44999999998, 69496.15, 69944.15]"
