Seed,Theta,A,Payoff
5,4.0,1,"[29976.000000000004, 44754.09999999999, 53814.899999999994, 58134.45, 59622.3, 59958.0, 59988.0]"
5,4.1,1,"[30130.999999999996, 45229.5, 54735.65, 59152.5, 60518.55, 60902.850000000006]"
5,4.199999999999999,1,"[31075.149999999994, 46394.9, 55856.55, 60060.0, 61510.799999999996, 61894.75, 61969.0, 61987.6, 61993.8]"
5,4.299999999999999,1,"[31424.399999999994, 46984.09999999999, 56926.29999999999, 61268.09999999998, 62634.59999999998, 62930.69999999998, 62987.39999999998]"
5,4.399999999999999,1,"[32632.899999999994, 48000.499999999985, 57641.39999999998, 62057.54999999998, 63520.89999999999, 63884.64999999998, 63993.44999999998]"
5,4.499999999999998,1,"[32669.299999999992, 48821.79999999999, 58338.04999999999, 62992.14999999999, 64623.149999999994, 64960.849999999984]"
5,4.599999999999998,1,"[32051.39999999999, 48709.89999999999, 59071.049999999974, 63706.04999999996, 65361.29999999996, 65842.49999999997, 65960.54999999996]"
5,4.6999999999999975,1,"[33406.64999999999, 49614.94999999998, 60223.049999999974, 64958.299999999974, 66531.74999999997, 66933.29999999997, 66986.74999999997]"
5,4.799999999999997,1,"[34023.44999999998, 50887.14999999998, 61282.049999999974, 65709.29999999997, 67395.24999999997, 67877.89999999997, 67972.79999999997, 67979.59999999998, 67993.19999999997]"
5,4.899999999999997,1,"[34353.44999999998, 51375.299999999974, 61995.34999999998, 66737.39999999998, 68476.04999999997, 68896.64999999997, 68979.29999999997]"
5,4.9999999999999964,1,"[34734.39999999998, 51750.64999999998, 62746.799999999974, 67821.94999999998, 69510.15, 69929.99999999999, 69992.99999999999]"
