Seed,Theta,A,Payoff
49,4.0,1,"[28896.6, 32565.300000000003, 27603.8, 22731.5, 20724.15, 20092.15]"
49,4.1,1,"[29300.25, 33093.5, 27438.6, 22541.6, 20637.95, 20109.05, 20018.45, 20014.25]"
49,4.199999999999999,1,"[29513.699999999997, 33994.7, 27724.699999999997, 22820.75, 20687.1, 20173.65, 20023.4, 20014.8]"
49,4.299999999999999,1,"[30330.899999999994, 34014.899999999994, 28031.799999999996, 22471.9, 20656.75, 20152.6, 20011.05]"
49,4.399999999999999,1,"[30761.149999999994, 34502.34999999999, 28184.999999999993, 22981.550000000003, 20704.15, 20115.7]"
49,4.499999999999998,1,"[31452.999999999993, 34952.149999999994, 27894.399999999998, 22602.85, 20683.1, 20158.8, 20039.0, 20016.0]"
49,4.599999999999998,1,"[30966.549999999992, 34907.34999999999, 28862.999999999996, 23501.3, 21289.9, 20282.600000000002, 20047.2]"
49,4.6999999999999975,1,"[31926.54999999999, 35595.39999999998, 29224.399999999994, 23391.549999999996, 20951.2, 20201.45, 20029.6, 20026.9, 20016.8]"
49,4.799999999999997,1,"[32149.19999999999, 36301.34999999999, 29182.499999999993, 23430.199999999997, 20926.149999999998, 20137.6]"
49,4.899999999999997,1,"[32589.899999999987, 36852.29999999999, 29503.049999999996, 23644.399999999994, 20934.25, 20157.6, 20043.0]"
49,4.9999999999999964,1,"[33462.69999999998, 36880.149999999994, 29721.149999999994, 23393.6, 20704.3, 20089.45, 20021.3]"
