Seed,Theta,A,Social_Welfare
12,4.0,1,"[2526.7249999999985, 3764.649999999994, 4542.399999999994, 4881.475000000006, 4975.800000000003, 4996.574999999997, 4999.5]"
12,4.1,1,"[2483.4500000000007, 3725.100000000006, 4487.450000000004, 4852.150000000009, 4967.575000000004, 4996.075000000012, 4999.000000000007, 4999.500000000015]"
12,4.199999999999999,1,"[2489.1749999999993, 3726.974999999995, 4490.200000000004, 4843.9749999999985, 4958.775000000009, 4990.500000000007, 4999.500000000007]"
12,4.299999999999999,1,"[2515.1749999999993, 3786.3749999999964, 4528.324999999997, 4856.249999999985, 4959.299999999988, 4993.57499999999, 4999.499999999993]"
12,4.399999999999999,1,"[2542.7500000000036, 3777.4000000000015, 4514.625, 4858.125, 4958.649999999994, 4989.1500000000015, 4996.574999999997, 4999.0]"
12,4.499999999999998,1,"[2505.1500000000015, 3705.8750000000073, 4479.75, 4837.300000000003, 4955.425000000003, 4991.500000000007, 4997.000000000007]"
12,4.599999999999998,1,"[2473.1250000000036, 3700.875, 4464.5, 4838.374999999993, 4955.649999999994, 4990.499999999993, 4998.499999999993]"
12,4.6999999999999975,1,"[2523.0499999999993, 3786.425000000003, 4507.0999999999985, 4843.94999999999, 4952.649999999994, 4990.599999999984]"
12,4.799999999999997,1,"[2487.050000000003, 3734.899999999994, 4489.550000000003, 4833.3499999999985, 4955.8499999999985, 4986.5, 4996.499999999993, 4999.5]"
12,4.899999999999997,1,"[2469.8250000000007, 3705.4000000000087, 4496.399999999994, 4851.875000000015, 4963.375000000015, 4992.000000000007, 4999.000000000015, 4999.500000000007]"
12,4.9999999999999964,1,"[2491.125, 3733.4500000000044, 4499.024999999994, 4853.750000000007, 4966.725000000013, 4992.1500000000015, 4998.575000000004]"
