Seed,Theta,A,Payoff
46,4.0,1,"[22527.75, 33948.25, 40751.55, 43726.5, 44689.5, 44941.425, 44995.5]"
46,4.1,1,"[23168.049999999996, 34533.2, 41580.475000000006, 44722.02500000001, 45659.975000000006, 45908.00000000001, 45963.200000000004, 45995.40000000001]"
46,4.199999999999999,1,"[23542.774999999998, 35391.09999999999, 42435.549999999996, 45594.475, 46666.075, 46929.575000000004, 46990.600000000006, 46995.3]"
46,4.299999999999999,1,"[23900.924999999996, 36039.52499999999, 43272.749999999985, 46507.34999999998, 47616.14999999998, 47880.224999999984, 47947.34999999998, 47985.599999999984, 47990.39999999998]"
46,4.399999999999999,1,"[24375.274999999994, 36721.44999999998, 44114.874999999985, 47495.624999999985, 48568.64999999999, 48897.099999999984, 48975.499999999985]"
46,4.499999999999998,1,"[25150.174999999996, 37929.82499999999, 45465.54999999999, 48615.37499999999, 49700.075, 49934.999999999985, 49994.99999999999]"
46,4.599999999999998,1,"[25235.47499999999, 38128.67499999998, 46135.174999999974, 49556.97499999997, 50658.37499999997, 50923.424999999974, 50984.699999999975]"
46,4.6999999999999975,1,"[25849.42499999999, 38683.14999999998, 46696.574999999975, 50393.82499999997, 51558.47499999996, 51937.774999999965, 51994.749999999956]"
46,4.799999999999997,1,"[26923.524999999987, 39956.87499999998, 47812.72499999998, 51394.99999999997, 52528.824999999975, 52920.64999999997]"
46,4.899999999999997,1,"[26881.474999999984, 40390.59999999998, 48869.924999999974, 52493.84999999998, 53692.19999999998, 53924.39999999998, 53994.59999999998]"
46,4.9999999999999964,1,"[27280.124999999985, 41090.14999999998, 49549.72499999998, 53267.87499999997, 54587.57499999997, 54928.57499999997]"
