Seed,Theta,A,Payoff
2,4.0,1,"[23095.325, 34538.375, 41171.45, 44005.95, 44784.225000000006, 44946.0, 44982.0, 44995.5]"
2,4.1,1,"[22494.15, 33897.175, 41280.4, 44560.20000000001, 45715.100000000006, 45954.15000000001, 45990.8]"
2,4.199999999999999,1,"[23346.549999999996, 35219.024999999994, 42351.325, 45551.875, 46666.22499999999, 46924.725, 46985.9, 46995.3]"
2,4.299999999999999,1,"[24100.749999999996, 36186.825, 43319.69999999998, 46608.374999999985, 47760.299999999974, 47937.67499999999, 47995.19999999998]"
2,4.399999999999999,1,"[24322.674999999992, 36378.19999999999, 43963.374999999985, 47412.724999999984, 48637.39999999999, 48946.32499999998, 48990.349999999984, 48995.17499999999]"
2,4.499999999999998,1,"[25029.174999999992, 37554.17499999999, 45199.49999999999, 48514.72499999999, 49649.99999999999, 49944.999999999985, 49994.999999999985]"
2,4.599999999999998,1,"[25582.54999999999, 38286.94999999998, 45889.94999999998, 49373.77499999998, 50617.72499999997, 50933.77499999997, 50994.89999999997]"
2,4.6999999999999975,1,"[26421.92499999999, 39360.29999999998, 47154.449999999975, 50689.149999999965, 51713.62499999996, 51958.249999999956]"
2,4.799999999999997,1,"[26468.749999999985, 39733.79999999998, 47821.62499999997, 51426.19999999997, 52613.39999999997, 52899.44999999997, 52973.57499999997]"
2,4.899999999999997,1,"[27123.749999999985, 40387.199999999975, 48734.549999999974, 52369.27499999998, 53573.39999999998, 53935.199999999975, 53994.59999999998]"
2,4.9999999999999964,1,"[27786.749999999985, 41608.09999999997, 49918.24999999997, 53514.99999999997, 54730.57499999997, 54966.99999999997, 54994.49999999997]"
