Seed,Theta,A,Payoff
17,4.0,1,"[22774.175000000003, 34056.125, 40806.425, 43861.674999999996, 44770.5, 44932.65, 44995.5]"
17,4.1,1,"[23270.55, 35272.25, 42080.649999999994, 44937.55, 45737.725000000006, 45963.27500000001, 45990.8, 45995.32500000001]"
17,4.199999999999999,1,"[23387.925, 35156.899999999994, 42343.399999999994, 45496.45, 46652.35, 46934.274999999994, 46990.600000000006, 46995.3]"
17,4.299999999999999,1,"[24132.674999999996, 35984.774999999994, 43185.749999999985, 46627.57499999998, 47668.799999999974, 47937.749999999985, 47980.874999999985, 47995.19999999998]"
17,4.399999999999999,1,"[24450.149999999994, 36318.72499999999, 43678.29999999999, 47295.599999999984, 48540.124999999985, 48931.724999999984, 48995.17499999999]"
17,4.499999999999998,1,"[25440.22499999999, 37840.649999999994, 45350.874999999985, 48699.69999999999, 49679.924999999996, 49959.92499999999]"
17,4.599999999999998,1,"[25110.724999999988, 37979.42499999999, 45807.64999999998, 49413.84999999998, 50591.72499999998, 50892.44999999997, 50974.49999999997]"
17,4.6999999999999975,1,"[26141.62499999999, 39223.94999999998, 46857.89999999998, 50377.69999999997, 51625.774999999965, 51932.399999999965, 51984.47499999996]"
17,4.799999999999997,1,"[26310.099999999984, 39395.27499999998, 47354.324999999975, 51261.59999999998, 52618.32499999997, 52946.774999999965, 52994.69999999997]"
17,4.899999999999997,1,"[26989.199999999983, 40154.94999999998, 48455.074999999975, 52315.424999999974, 53584.27499999998, 53918.99999999997]"
17,4.9999999999999964,1,"[27377.349999999984, 40869.52499999997, 49604.799999999974, 53438.37499999997, 54614.84999999997, 54895.424999999974, 54977.924999999974, 54994.49999999997]"
