Seed,Theta,A,Social_Welfare
40,4.0,1,"[2470.0250000000015, 3761.975000000006, 4542.399999999994, 4867.899999999994, 4967.300000000003, 4994.1500000000015, 4999.1500000000015, 4999.1500000000015]"
40,4.1,1,"[2517.7249999999985, 3753.3750000000073, 4517.800000000003, 4852.875000000007, 4959.850000000006, 4990.92500000001, 4998.500000000015]"
40,4.199999999999999,1,"[2505.4000000000015, 3738.4749999999985, 4527.875000000007, 4867.725000000006, 4966.42500000001, 4992.42500000001, 4998.500000000015]"
40,4.299999999999999,1,"[2458.0750000000044, 3719.8499999999985, 4509.399999999994, 4862.69999999999, 4969.149999999994, 4993.999999999993, 4998.999999999993]"
40,4.399999999999999,1,"[2482.725000000002, 3730.2499999999927, 4478.675000000003, 4836.324999999997, 4962.300000000003, 4994.3499999999985, 4998.925000000003]"
40,4.499999999999998,1,"[2543.199999999997, 3795.25, 4534.575000000004, 4883.575000000012, 4979.500000000015, 4996.500000000007]"
40,4.599999999999998,1,"[2480.1500000000015, 3732.8499999999985, 4472.75, 4825.125, 4955.7750000000015, 4988.0, 4997.499999999993]"
40,4.6999999999999975,1,"[2478.9249999999993, 3718.5, 4491.924999999996, 4846.524999999994, 4962.499999999985, 4991.649999999987, 4999.5749999999825]"
40,4.799999999999997,1,"[2537.7000000000044, 3782.699999999997, 4523.5250000000015, 4859.9749999999985, 4965.574999999997, 4995.074999999997, 4999.425000000003]"
40,4.899999999999997,1,"[2468.2750000000015, 3715.8499999999985, 4489.05000000001, 4847.0250000000015, 4968.275000000016, 4996.500000000015]"
40,4.9999999999999964,1,"[2509.7999999999993, 3758.625, 4513.2249999999985, 4840.725000000013, 4953.000000000007, 4986.500000000007, 4996.500000000007, 4999.000000000007]"
